

time(ps), Y
0.173611, 0.00180744
0.347222, 0.00181575
0.520833, 0.0018238
0.694444, 0.00183099
0.868056, 0.00183759
1.04167, 0.00184493
1.21528, 0.00185297
1.38889, 0.00185988
1.5625, 0.00186578
1.73611, 0.00187208
1.90972, 0.00187812
2.08333, 0.00188357
2.25694, 0.00188912
2.43056, 0.00189533
2.60417, 0.00190044
2.77778, 0.00190553
2.95139, 0.00191099
3.125, 0.00191612
3.29861, 0.00192247
3.47222, 0.00192872
3.64583, 0.0019346
3.81944, 0.00194018
3.99306, 0.00194505
4.16667, 0.00194933
4.34028, 0.00195392
4.51389, 0.00195875
4.6875, 0.00196318
4.86111, 0.00196746
5.03472, 0.00197176
5.20833, 0.0019757
5.38194, 0.00197957
5.55556, 0.00198393
5.72917, 0.00198865
5.90278, 0.00199288
6.07639, 0.00199659
6.25, 0.00199811
6.42361, 0.00199091
6.59722, 0.00197249
6.77083, 0.00194515
6.94444, 0.00191294
7.11806, 0.00187931
7.29167, 0.00184555
7.46528, 0.00181226
7.63889, 0.00177955
7.8125, 0.00174742
7.98611, 0.00171588
8.15972, 0.0016849
8.33333, 0.00165448
8.50694, 0.00162462
8.68056, 0.00159529
8.85417, 0.00156649
9.02778, 0.00153821
9.20139, 0.00151044
9.375, 0.00148317
9.54861, 0.00145639
9.72222, 0.0014301
9.89583, 0.00140428
10.0694, 0.00137893
10.2431, 0.00135404
10.4167, 0.0013296
10.5903, 0.00130559
10.7639, 0.00128202
10.9375, 0.00125888
11.1111, 0.00123615
11.2847, 0.00121384
11.4583, 0.00119192
11.6319, 0.0011704
11.8056, 0.00114928
11.9792, 0.00112853
12.1528, 0.00110815
12.3264, 0.00108815
12.5, 0.0010685
12.6736, 0.00104921
12.8472, 0.00103027
13.0208, 0.00101167
13.1944, 0.00099341
13.3681, 0.000975476
13.5417, 0.000957866
13.7153, 0.000940574
13.8889, 0.000923593
14.0625, 0.00090692
14.2361, 0.000890547
14.4097, 0.00087447
14.5833, 0.000858684
14.7569, 0.000843182
14.9306, 0.00082796
15.1042, 0.000813013
15.2778, 0.000798336
15.4514, 0.000783923
15.625, 0.000769771
15.7986, 0.000755875
15.9722, 0.000742229
16.1458, 0.000728829
16.3194, 0.000715672
16.4931, 0.000702752
16.6667, 0.000690065
16.8403, 0.000677607
17.0139, 0.000665375
17.1875, 0.000653363
17.3611, 0.00064443
17.5347, 0.00064437
17.7083, 0.000655986
17.8819, 0.000676729
18.0556, 0.000701787
18.2292, 0.000727964
18.4028, 0.000754671
18.5764, 0.000781743
18.75, 0.000807928
18.9236, 0.000833326
19.0972, 0.000858803
19.2708, 0.000883796
19.4444, 0.000907646
19.6181, 0.000930961
19.7917, 0.000953826
19.9653, 0.000976261
20.1389, 0.000998306
20.3125, 0.00102085
20.4861, 0.00104273
20.6597, 0.00106314
20.8333, 0.00108339
21.0069, 0.00110274
21.1806, 0.00112148
21.3542, 0.00114081
21.5278, 0.00116059
21.7014, 0.00117989
21.875, 0.00119861
22.0486, 0.00121775
22.2222, 0.00123604
22.3958, 0.00125393
22.5694, 0.00127192
22.7431, 0.0012884
22.9167, 0.00130466
23.0903, 0.00132154
23.2639, 0.00133794
23.4375, 0.00135353
23.6111, 0.00136891
23.7847, 0.00138413
23.9583, 0.00139893
24.1319, 0.00141392
24.3056, 0.00142931
24.4792, 0.0014434
24.6528, 0.00145689
24.8264, 0.00147054
25, 0.0014845
25.1736, 0.00149829
25.3472, 0.00151142
25.5208, 0.00152436
25.6944, 0.00153645
25.8681, 0.00154834
26.0417, 0.0015603
26.2153, 0.00157247
26.3889, 0.00158497
26.5625, 0.00159668
26.7361, 0.00160816
26.9097, 0.0016198
27.0833, 0.00163121
27.2569, 0.00164164
27.4306, 0.00165189
27.6042, 0.00166291
27.7778, 0.00167259
27.9514, 0.00168181
28.125, 0.00169111
28.2986, 0.00169993
28.4722, 0.00170604
28.6458, 0.00170362
28.8194, 0.00169014
28.9931, 0.00166756
29.1667, 0.00164024
29.3403, 0.0016114
29.5139, 0.00158248
29.6875, 0.00155392
29.8611, 0.00152587
30.0347, 0.00149833
