

time(ps), Y
0.195313, 0.0018672
0.390625, 0.00187347
0.585938, 0.00188061
0.78125, 0.00188839
0.976563, 0.00189591
1.17188, 0.0019025
1.36719, 0.00190849
1.5625, 0.00191525
1.75781, 0.00192277
1.95312, 0.00192909
2.14844, 0.00193435
2.34375, 0.00194003
2.53906, 0.00194544
2.73438, 0.00195023
2.92969, 0.00195514
3.125, 0.00196076
3.32031, 0.00196521
3.51563, 0.00196964
3.71094, 0.00197447
3.90625, 0.00197898
4.10156, 0.00198477
4.29688, 0.00199046
4.49219, 0.00199576
4.6875, 0.00200076
4.88281, 0.002005
5.07813, 0.00200862
5.27344, 0.00201259
5.46875, 0.00201681
5.66406, 0.00202061
5.85938, 0.00202427
6.05469, 0.00202796
6.25, 0.00203126
6.44531, 0.00203452
6.64063, 0.00203829
6.83594, 0.00204244
7.03125, 0.00204609
7.22656, 0.00204919
7.42188, 0.00204982
7.61719, 0.00204068
7.8125, 0.00201894
8.00781, 0.00198726
8.20313, 0.00195019
8.39844, 0.00191164
8.59375, 0.00187304
8.78906, 0.00183508
8.98438, 0.00179786
9.17969, 0.00176138
9.375, 0.00172565
9.57031, 0.00169064
9.76563, 0.00165634
9.96094, 0.00162274
10.1563, 0.00158982
10.3516, 0.00155757
10.5469, 0.00152597
10.7422, 0.00149501
10.9375, 0.00146468
11.1328, 0.00143497
11.3281, 0.00140586
11.5234, 0.00137734
11.7188, 0.0013494
11.9141, 0.00132202
12.1094, 0.0012952
12.3047, 0.00126893
12.5, 0.00124319
12.6953, 0.00121796
12.8906, 0.00119326
13.0859, 0.00116905
13.2813, 0.00114533
13.4766, 0.0011221
13.6719, 0.00109933
13.8672, 0.00107703
14.0625, 0.00105518
14.2578, 0.00103378
14.4531, 0.0010128
14.6484, 0.000992257
14.8438, 0.000972127
15.0391, 0.000952406
15.2344, 0.000933085
15.4297, 0.000914155
15.625, 0.00089561
15.8203, 0.000877441
16.0156, 0.000859641
16.2109, 0.000842201
16.4062, 0.000825116
16.6016, 0.000808377
16.7969, 0.000791977
16.9922, 0.000775911
17.1875, 0.00076017
17.3828, 0.000744748
17.5781, 0.00072964
17.7734, 0.000714838
17.9687, 0.000700336
18.1641, 0.000686128
18.3594, 0.000672209
18.5547, 0.000658572
18.75, 0.000645212
18.9453, 0.000632123
19.1406, 0.000619299
19.3359, 0.000606735
19.5312, 0.000594426
19.7266, 0.000582367
19.9219, 0.000573752
20.1172, 0.000575087
20.3125, 0.000589514
20.5078, 0.000614137
20.7031, 0.000643554
20.8984, 0.000674171
21.0937, 0.000705267
21.2891, 0.000736638
21.4844, 0.000766953
21.6797, 0.000796319
21.875, 0.00082566
22.0703, 0.000854379
22.2656, 0.000881783
22.4609, 0.00090852
22.6562, 0.000934685
22.8516, 0.000960299
23.0469, 0.00098541
23.2422, 0.00101096
23.4375, 0.00103572
23.6328, 0.00105885
23.8281, 0.00108171
24.0234, 0.00110356
24.2187, 0.00112468
24.4141, 0.00114635
24.6094, 0.00116845
24.8047, 0.00118995
25, 0.00121078
25.1953, 0.00123198
25.3906, 0.00125222
25.5859, 0.00127198
25.7812, 0.00129178
25.9766, 0.00130992
26.1719, 0.00132778
26.3672, 0.00134625
26.5625, 0.00136415
26.7578, 0.00138115
26.9531, 0.00139788
27.1484, 0.00141439
27.3437, 0.00143041
27.5391, 0.0014466
27.7344, 0.00146316
27.9297, 0.00147831
28.125, 0.00149278
28.3203, 0.0015074
28.5156, 0.0015223
28.7109, 0.00153697
28.9062, 0.00155093
29.1016, 0.00156465
29.2969, 0.00157744
29.4922, 0.00158998
29.6875, 0.00160258
29.8828, 0.00161537
30.0781, 0.00162848
30.2734, 0.00164073
30.4687, 0.00165272
30.6641, 0.00166484
30.8594, 0.0016767
31.0547, 0.00168749
31.25, 0.00169809
31.4453, 0.00170947
31.6406, 0.00171942
31.8359, 0.00172886
32.0312, 0.00173837
32.2266, 0.00174736
32.4219, 0.00175329
32.6172, 0.00174964
32.8125, 0.00173355
33.0078, 0.0017073
33.2031, 0.00167579
33.3984, 0.00164266
33.5937, 0.00160952
33.7891, 0.00157688
33.9844, 0.0015449
34.1797, 0.00151356
34.375, 0.00148285
34.5703, 0.00145277
34.7656, 0.0014233
34.9609, 0.00139442
35.1562, 0.00136613
35.3516, 0.00133842
35.5469, 0.00131127
35.7422, 0.00128467
35.9375, 0.0012586
36.1328, 0.00123307
36.3281, 0.00120806
36.5234, 0.00118355
36.7187, 0.00115954
36.9141, 0.00113601
37.1094, 0.00111297
37.3047, 0.00109039
37.5, 0.00106827
37.6953, 0.0010466
37.8906, 0.00102536
38.0859, 0.00100456
38.2812, 0.000984184
38.4766, 0.000964218
38.6719, 0.000944657
38.8672, 0.000925493
39.0625, 0.000906718
39.2578, 0.000888323
39.4531, 0.000870302
39.6484, 0.000852646
39.8437, 0.000835349
40.0391, 0.000818402
40.2344, 0.0008018
40.4297, 0.000785534
40.625, 0.000769598
40.8203, 0.000753985
41.0156, 0.000738689
41.2109, 0.000723703
41.4063, 0.000709022
41.6016, 0.000694638
41.7969, 0.000680546
41.9922, 0.00066674
42.1875, 0.000653214
42.3828, 0.000639962
42.5781, 0.000626979
42.7734, 0.00061426
42.9688, 0.000601799
43.1641, 0.00058959
43.3594, 0.000577629
43.5547, 0.000565911
43.75, 0.00055443
43.9453, 0.000543183
44.1406, 0.000532163
44.3359, 0.000521367
44.5313, 0.000510791
44.7266, 0.000500428
44.9219, 0.000490276
45.1172, 0.00048033
45.3125, 0.000470586
45.5078, 0.000461039
45.7031, 0.000451686
45.8984, 0.000442523
46.0938, 0.000433545
46.2891, 0.00042475
46.4844, 0.000416133
46.6797, 0.000407691
46.875, 0.00039942
47.0703, 0.000391317
47.2656, 0.000383379
47.4609, 0.000375601
47.6563, 0.000367981
47.8516, 0.000360516
48.0469, 0.000353203
48.2422, 0.000346037
48.4375, 0.000339017
48.6328, 0.00033214
48.8281, 0.000325402
49.0234, 0.0003188
49.2188, 0.000312333
