

time(ps), Y
1.20192, 0.00200836
2.40385, 0.00201318
3.60577, 0.00201769
4.80769, 0.00202165
6.00962, 0.00202521
7.21154, 0.00202907
8.41346, 0.00203282
9.61538, 0.00203583
10.8173, 0.00203875
12.0192, 0.00204168
13.2212, 0.00204515
14.4231, 0.00204902
15.625, 0.00205269
16.8269, 0.00205574
18.0288, 0.00205838
19.2308, 0.00206152
20.4327, 0.00206513
21.6346, 0.00206794
22.8365, 0.00207005
24.0385, 0.00207244
25.2404, 0.00207464
26.4423, 0.00207644
27.6442, 0.00207832
28.8462, 0.00208066
30.0481, 0.00208225
31.25, 0.00208382
32.4519, 0.00208566
33.6538, 0.00208729
34.8558, 0.00208976
36.0577, 0.00209217
37.2596, 0.00209431
38.4615, 0.00209625
39.6635, 0.0020977
40.8654, 0.00209876
42.0673, 0.00210006
43.2692, 0.00210153
44.4712, 0.00210273
45.6731, 0.00210385
46.875, 0.00210501
48.0769, 0.00210592
49.2788, 0.00210681
50.4808, 0.00210805
51.6827, 0.00210955
52.8846, 0.00211072
54.0865, 0.00211155
55.2885, 0.00210806
56.4904, 0.00208937
57.6923, 0.00205072
58.8942, 0.00199681
60.0962, 0.00193541
61.2981, 0.00187247
62.5, 0.00181045
63.7019, 0.00175026
64.9038, 0.00169203
66.1058, 0.00163573
67.3077, 0.0015813
68.5096, 0.00152869
69.7115, 0.00147783
70.9135, 0.00142865
72.1154, 0.00138112
73.3173, 0.00133517
74.5192, 0.00129074
75.7212, 0.00124779
76.9231, 0.00120628
78.125, 0.00116614
79.3269, 0.00112734
80.5288, 0.00108983
81.7308, 0.00105357
82.9327, 0.00101851
84.1346, 0.000984624
85.3365, 0.000951863
86.5385, 0.000920191
87.7404, 0.000889574
88.9423, 0.000859975
90.1442, 0.000831362
91.3462, 0.0008037
92.5481, 0.000776958
93.75, 0.000751107
94.9519, 0.000726115
96.1538, 0.000701955
97.3558, 0.000678599
98.5577, 0.00065602
99.7596, 0.000634193
100.962, 0.000613091
102.163, 0.000592692
103.365, 0.000572971
104.567, 0.000553907
105.769, 0.000535477
106.971, 0.00051766
108.173, 0.000500436
109.375, 0.000483785
110.577, 0.000467688
111.779, 0.000452127
112.981, 0.000437083
114.183, 0.00042254
115.385, 0.000408481
116.587, 0.00039489
117.788, 0.000381751
118.99, 0.000369049
120.192, 0.000356769
121.394, 0.000344899
122.596, 0.000333423
123.798, 0.000322329
125, 0.000311604
126.202, 0.000301236
127.404, 0.000291213
128.606, 0.000281524
129.808, 0.000272157
131.01, 0.000263101
132.212, 0.000259155
133.413, 0.000270662
134.615, 0.000302593
135.817, 0.000350067
137.019, 0.000404772
138.221, 0.000460959
139.423, 0.000516622
140.625, 0.00057116
141.827, 0.000623633
143.029, 0.000674146
144.231, 0.000723349
145.433, 0.000770899
146.635, 0.000816389
147.837, 0.000860294
149.038, 0.000902719
150.24, 0.000943719
151.442, 0.000983366
152.644, 0.00102231
153.846, 0.00105978
155.048, 0.00109527
156.25, 0.00112971
157.452, 0.00116265
158.654, 0.00119431
159.856, 0.00122555
161.058, 0.00125631
162.26, 0.00128596
163.462, 0.00131446
164.663, 0.00134254
165.865, 0.00136933
167.067, 0.00139518
168.269, 0.00142047
169.471, 0.00144409
170.673, 0.00146699
171.875, 0.00148975
173.077, 0.00151164
174.279, 0.00153244
175.481, 0.0015526
176.683, 0.00157216
177.885, 0.00159098
179.087, 0.00160949
180.288, 0.00162784
181.49, 0.00164488
182.692, 0.00166111
