

time(ps), Y
0.15625, 0.00174778
0.3125, 0.00175618
0.46875, 0.00176376
0.625, 0.00177079
0.78125, 0.00177852
0.9375, 0.00178691
1.09375, 0.00179423
1.25, 0.0018006
1.40625, 0.00180733
1.5625, 0.00181383
1.71875, 0.00181975
1.875, 0.00182577
2.03125, 0.00183242
2.1875, 0.00183802
2.34375, 0.00184359
2.5, 0.00184951
2.65625, 0.00185513
2.8125, 0.00186189
2.96875, 0.00186856
3.125, 0.00187487
3.28125, 0.0018809
3.4375, 0.00188625
3.59375, 0.00189104
3.75, 0.00189611
3.90625, 0.00190142
4.0625, 0.00190633
4.21875, 0.0019111
4.375, 0.00191589
4.53125, 0.00192033
4.6875, 0.0019247
4.84375, 0.00192953
5, 0.0019347
5.15625, 0.00193939
5.3125, 0.00194359
5.46875, 0.00194584
5.625, 0.00194021
5.78125, 0.00192445
5.9375, 0.00190063
6.09375, 0.00187234
6.25, 0.00184272
6.40625, 0.0018129
6.5625, 0.00178345
6.71875, 0.00175445
6.875, 0.00172592
7.03125, 0.00169785
7.1875, 0.00167024
7.34375, 0.00164308
7.5, 0.00161636
7.65625, 0.00159007
7.8125, 0.00156421
7.96875, 0.00153878
8.125, 0.00151375
8.28125, 0.00148914
8.4375, 0.00146492
8.59375, 0.0014411
8.75, 0.00141766
8.90625, 0.00139461
9.0625, 0.00137193
9.21875, 0.00134962
9.375, 0.00132767
9.53125, 0.00130608
9.6875, 0.00128484
9.84375, 0.00126394
10, 0.00124339
10.1562, 0.00122317
10.3125, 0.00120328
10.4687, 0.00118371
10.625, 0.00116446
10.7812, 0.00114552
10.9375, 0.00112689
11.0937, 0.00110857
11.25, 0.00109054
11.4062, 0.00107281
11.5625, 0.00105536
11.7187, 0.0010382
11.875, 0.00102131
12.0312, 0.0010047
12.1875, 0.000988366
12.3437, 0.000972293
12.5, 0.000956481
12.6562, 0.000940926
12.8125, 0.000925625
12.9687, 0.000910572
13.125, 0.000895764
13.2812, 0.000881197
13.4375, 0.000866867
13.5937, 0.00085277
13.75, 0.000838902
13.9062, 0.000825259
14.0625, 0.000811839
14.2187, 0.000798636
14.375, 0.000785649
14.5312, 0.000772872
14.6875, 0.000760304
14.8437, 0.00074794
15, 0.000735776
15.1562, 0.000723811
15.3125, 0.00071204
15.4687, 0.000703052
15.625, 0.000702068
15.7812, 0.000711619
15.9375, 0.000729427
16.0937, 0.00075115
16.25, 0.000773913
16.4062, 0.000797229
16.5625, 0.000820964
16.7187, 0.000843934
16.875, 0.000866231
17.0312, 0.000888676
17.1875, 0.000910733
17.3437, 0.000931775
17.5, 0.000952375
17.6562, 0.000972614
17.8125, 0.000992506
17.9687, 0.00101209
18.125, 0.0010322
18.2812, 0.00105175
18.4375, 0.00106996
18.5937, 0.00108806
18.75, 0.00110537
18.9062, 0.00112215
19.0625, 0.00113953
19.2187, 0.0011574
19.375, 0.00117485
19.5312, 0.00119181
19.6875, 0.0012092
19.8437, 0.00122583
20, 0.00124213
20.1562, 0.00125856
20.3125, 0.0012736
20.4687, 0.00128847
20.625, 0.00130396
20.7812, 0.00131904
20.9375, 0.00133338
21.0937, 0.00134756
21.25, 0.00136162
21.4062, 0.00137531
21.5625, 0.00138922
21.7187, 0.00140353
21.875, 0.00141665
22.0312, 0.00142921
22.1875, 0.00144197
22.3437, 0.00145504
22.5, 0.00146797
22.6562, 0.0014803
22.8125, 0.00149249
22.9687, 0.00150388
23.125, 0.0015151
23.2812, 0.00152642
23.4375, 0.00153796
23.5937, 0.00154983
23.75, 0.00156097
23.9062, 0.00157191
24.0625, 0.00158302
24.2187, 0.00159393
24.375, 0.00160393
24.5312, 0.00161378
24.6875, 0.00162437
24.8437, 0.00163371
25, 0.00164263
25.1562, 0.00165163
25.3125, 0.00166019
25.4687, 0.00166631
25.625, 0.00166476
25.7812, 0.00165325
25.9375, 0.00163352
26.0937, 0.00160946
26.25, 0.00158398
26.4062, 0.00155837
26.5625, 0.00153304
26.7187, 0.00150811
26.875, 0.00148359
27.0312, 0.00145946
27.1875, 0.00143573
27.3437, 0.00141238
27.5, 0.00138941
27.6562, 0.00136682
27.8125, 0.00134459
27.9687, 0.00132272
28.125, 0.00130121
28.2812, 0.00128005
28.4375, 0.00125924
28.5937, 0.00123876
28.75, 0.00121861
28.9062, 0.0011988
29.0625, 0.0011793
29.2187, 0.00116012
29.375, 0.00114126
29.5312, 0.0011227
29.6875, 0.00110444
29.8437, 0.00108648
30, 0.00106881
30.1562, 0.00105143
30.3125, 0.00103433
30.4687, 0.00101751
30.625, 0.00100096
30.7812, 0.000984684
30.9375, 0.000968671
31.0937, 0.000952919
31.25, 0.000937422
31.4062, 0.000922177
31.5625, 0.000907181
31.7187, 0.000892428
31.875, 0.000877915
32.0312, 0.000863638
32.1875, 0.000849593
32.3437, 0.000835777
32.5, 0.000822186
32.6562, 0.000808815
32.8125, 0.000795662
32.9688, 0.000782723
33.125, 0.000769994
33.2813, 0.000757472
33.4375, 0.000745154
33.5938, 0.000733036
33.75, 0.000721115
33.9063, 0.000709388
34.0625, 0.000697852
34.2188, 0.000686503
34.375, 0.000675339
34.5313, 0.000664357
34.6875, 0.000653553
