Vdark	Idark	Vphoto	Iphoto	R	Vphoto
-6.9	3.48E-15	-6.9	2.623174238	2.62	-6.9
-6.8	3.49E-15	-6.8	2.623084258	2.62	-6.8
-6.7	3.54E-15	-6.7	2.622984277	2.62	-6.7
-6.6	3.79E-15	-6.6	2.622884296	2.62	-6.6
-6.5	3.83E-15	-6.5	2.622774315	2.62	-6.5
-6.4	3.70E-15	-6.4	2.622674334	2.62	-6.4
-6.3	3.57E-15	-6.3	2.622554352	2.62	-6.3
-6.2	3.43E-15	-6.2	2.622444371	2.62	-6.2
-6.1	3.45E-15	-6.1	2.622314389	2.62	-6.1
-6	3.47E-15	-6	2.622194408	2.62	-6
-5.9	3.52E-15	-5.9	2.622064426	2.62	-5.9
-5.8	3.53E-15	-5.8	2.621924444	2.62	-5.8
-5.7	3.57E-15	-5.7	2.621784462	2.62	-5.7
-5.6	3.59E-15	-5.6	2.62164448	2.62	-5.6
-5.5	3.63E-15	-5.5	2.621494498	2.62	-5.5
-5.4	3.64E-15	-5.4	2.621334516	2.62	-5.4
-5.3	3.70E-15	-5.3	2.621164533	2.62	-5.3
-5.2	3.75E-15	-5.2	2.620994551	2.62	-5.2
-5.1	3.74E-15	-5.1	2.620814568	2.62	-5.1
-5	3.81E-15	-5	2.620624586	2.62	-5
-4.9	3.51E-15	-4.9	2.620424603	2.62	-4.9
-4.8	3.46E-15	-4.8	2.62021462	2.62	-4.8
-4.7	3.52E-15	-4.7	2.619994637	2.62	-4.7
-4.6	3.58E-15	-4.6	2.619774654	2.62	-4.6
-4.5	3.62E-15	-4.5	2.619534671	2.62	-4.5
-4.4	3.56E-15	-4.4	2.619294688	2.62	-4.4
-4.3	3.63E-15	-4.3	2.619034705	2.62	-4.3
-4.2	3.69E-15	-4.2	2.618764722	2.62	-4.2
-4.1	3.72E-15	-4.1	2.618474738	2.62	-4.1
-4	3.79E-15	-4	2.618174755	2.62	-4
-3.9	3.86E-15	-3.9	2.617844771	2.62	-3.9
-3.8	3.77E-15	-3.8	2.617484787	2.62	-3.8
-3.7	3.81E-15	-3.7	2.617114804	2.62	-3.7
-3.6	3.88E-15	-3.6	2.61671482	2.62	-3.6
-3.5	3.90E-15	-3.5	2.616304836	2.62	-3.5
-3.4	3.96E-15	-3.4	2.615874852	2.62	-3.4
-3.3	3.58E-15	-3.3	2.615414868	2.62	-3.3
-3.2	3.53E-15	-3.2	2.614954884	2.61	-3.2
-3.1	3.58E-15	-3.1	2.6144749	2.61	-3.1
-3	3.63E-15	-3	2.613974915	2.61	-3
-2.9	3.67E-15	-2.9	2.613454931	2.61	-2.9
-2.8	3.69E-15	-2.8	2.612904946	2.61	-2.8
-2.7	3.74E-15	-2.7	2.612334962	2.61	-2.7
-2.6	3.72E-15	-2.6	2.611724977	2.61	-2.6
-2.5	3.69E-15	-2.5	2.611074993	2.61	-2.5
-2.4	3.74E-15	-2.4	2.610375008	2.61	-2.4
-2.3	3.79E-15	-2.3	2.609625023	2.61	-2.3
-2.2	3.84E-15	-2.2	2.608815038	2.61	-2.2
-2.1	3.82E-15	-2.1	2.607945053	2.61	-2.1
-2	3.87E-15	-2	2.607015068	2.61	-2
-1.9	3.76E-15	-1.9	2.606045083	2.61	-1.9
-1.8	3.65E-15	-1.8	2.605015098	2.61	-1.8
-1.7	3.69E-15	-1.7	2.603955113	2.60	-1.7
-1.6	3.53E-15	-1.6	2.602845128	2.60	-1.6
-1.5	3.57E-15	-1.5	2.601665143	2.60	-1.5
-1.4	3.61E-15	-1.4	2.600405157	2.60	-1.4
-1.3	3.62E-15	-1.3	2.599025172	2.60	-1.3
-1.2	3.65E-15	-1.2	2.597505186	2.60	-1.2
-1.1	3.68E-15	-1.1	2.595815201	2.60	-1.1
-1	3.72E-15	-1	2.593945215	2.59	-1
-0.9	3.62E-15	-0.9	2.591935229	2.59	-0.9
-0.8	3.60E-15	-0.8	2.589775244	2.59	-0.8
-0.7	3.55E-15	-0.7	2.587485258	2.59	-0.7
-0.6	3.50E-15	-0.6	2.585005272	2.59	-0.6
-0.5	3.55E-15	-0.5	2.582305286	2.58	-0.5
-0.4	3.62E-15	-0.4	2.5793453	2.58	-0.4
-0.3	3.57E-15	-0.3	2.576075314	2.58	-0.3
-0.2	3.54E-15	-0.2	2.572425328	2.57	-0.2
-0.1	3.47E-15	-0.1	2.568305342	2.57	-0.1
0	1.55E-30	0	2.56489	2.56	0
0.1	1.63976E-13	0.1	2.63375446	2.63	0.1
0.2	7.95971E-12	0.2	2.638170053	2.64	0.2
0.3	3.75951E-10	0.3	2.636774772	2.64	0.3
0.4	1.58608E-08	0.4	2.631577798	2.63	0.4
0.5	1.40279E-07	0.5	2.62181117	2.62	0.5
0.6	6.28774E-07	0.6	2.584765334	2.58	0.6
0.7	1.69186E-05	0.7	2.288710051	2.29	0.7
0.8	0.000230028	0.8	1.370960624	1.37	0.8
0.9	0.000672804	0.9	0.424411462	0.42	0.9
1	0.00119508	1	0.773012764	0.77	1
1.1	0.00194169	1.1	1.222964538	1.22	1.1
1.2	0.00226973	1.2	1.326322304	1.32	1.2
1.3	0.00248935	1.3	1.356190775	1.35	1.3
1.4	0.00269179	1.4	1.373806877	1.37	1.4
1.5	0.00289177	1.5	1.387953676	1.39	1.5
1.6	0.0030916	1.6	1.400322027	1.40	1.6
1.7	0.0032968	1.7	1.411620578	1.41	1.7
1.8	0.0035133	1.8	1.422066321	1.42	1.8
1.9	0.00374421	1.9	1.431775144	1.43	1.9
2	0.00399085	2	1.440882383	1.44	2
2.1	0.00425429	2.1	1.449252086	1.44	2.1
2.2	0.0045356	2.2	1.457047749	1.45	2.2
2.3	0.00483552	2.3	1.464592868	1.46	2.3
2.4	0.0051544	2.4	1.472090204	1.47	2.4
2.5	0.00549236	2.5	1.479531779	1.47	2.5
2.6	0.00584956	2.6	1.486809986	1.48	2.6
2.7	0.00622626	2.7	1.493906666	1.49	2.7
2.8	0.00662283	2.8	1.500783289	1.49	2.8
2.9	0.00703972	2.9	1.507491512	1.50	2.9
3	0.00747739	3	1.514032624	1.51	3
3.1	0.00793628	3.1	1.520427727	1.51	3.1
3.2	0.00841678	3.2	1.526628111	1.52	3.2
3.3	0.0089192	3.3	1.532674326	1.52	3.3
3.4	0.00944375	3.4	1.538597662	1.53	3.4
3.5	0.00999059	3.5	1.544468669	1.53	3.5
3.6	0.0105598	3.6	1.550308269	1.54	3.6
3.7	0.0111514	3.7	1.556097012	1.54	3.7
3.8	0.0117655	3.8	1.561815452	1.55	3.8
3.9	0.012402	3.9	1.567504323	1.56	3.9
4	0.0130608	4	1.573193995	1.56	4
4.1	0.013742	4.1	1.578905019	1.57	4.1
4.2	0.0144456	4.2	1.584617762	1.57	4.2
4.3	0.0151715	4.3	1.590282778	1.58	4.3
4.4	0.0159197	4.4	1.595830249	1.58	4.4
4.5	0.0166902	4.5	1.601240729	1.58	4.5
4.6	0.017483	4.6	1.606534401	1.59	4.6
4.7	0.0182982	4.7	1.611761632	1.59	4.7
4.8	0.0191357	4.8	1.616952608	1.60	4.8
4.9	0.0199956	4.9	1.62213788	1.60	4.9
5	0.0208778	5	1.627317447	1.61	5
5.1	0.0217824	5.1	1.632481495	1.61	5.1
5.2	0.0227093	5.2	1.637590575	1.61	5.2
5.3	0.0236587	5.3	1.642634502	1.62	5.3
5.4	0.0246305	5.4	1.64760383	1.62	5.4
5.5	0.0256247	5.5	1.652518374	1.63	5.5
5.6	0.0266413	5.6	1.657378686	1.63	5.6
5.7	0.0276803	5.7	1.662214765	1.63	5.7
5.8	0.0287418	5.8	1.667006613	1.64	5.8
5.9	0.0298256	5.9	1.671774597	1.64	5.9
6	0.0309319	6	1.6765189	1.65	6
6.1	0.0320606	6.1	1.68125934	1.65	6.1
6.2	0.0332117	6.2	1.686006284	1.65	6.2
6.3	0.0343852	6.3	1.690739916	1.66	6.3
6.4	0.0355811	6.4	1.695460235	1.66	6.4
6.5	0.0367993	6.5	1.700147427	1.66	6.5
6.6	0.03804	6.6	1.704821307	1.67	6.6
6.7	0.039303	6.7	1.709472427	1.67	6.7
6.8	0.0405884	6.8	1.714110603	1.67	6.8
6.9	0.0418961	6.9	1.718715834	1.68	6.9
7	0.0432262	7	1.72329849	1.68	7
7.1	0.0445786	7.1	1.72785857	1.68	7.1
7.2	0.0459534	7.2	1.73239589	1.69	7.2
7.3	0.0473504	7.3	1.736910817	1.69	7.3
7.4	0.0487698	7.4	1.741413353	1.69	7.4
7.5	0.0502114	7.5	1.745883681	1.70	7.5
7.6	0.0516754	7.6	1.750321617	1.70	7.6
7.7	0.0531616	7.7	1.754717345	1.70	7.7
7.8	0.0546701	7.8	1.759070864	1.70	7.8
7.9	0.0562009	7.9	1.76339236	1.71	7.9
8	0.0577539	8	1.767691832	1.71	8
8.1	0.0593292	8.1	1.77198928	1.71	8.1
8.2	0.0609267	8.2	1.776284704	1.72	8.2
8.3	0.0625464	8.3	1.780588472	1.72	8.3
8.4	0.0641883	8.4	1.784900215	1.72	8.4
8.5	0.0658524	8.5	1.789210303	1.72	8.5
8.6	0.0675387	8.6	1.793528551	1.73	8.6
8.7	0.0692472	8.7	1.797855143	1.73	8.7
8.8	0.0709779	8.8	1.802180079	1.73	8.8
8.9	0.0727307	8.9	1.806513358	1.73	8.9
9	0.0745056	9	1.810855166	1.74	9
9.1	0.0763027	9.1	1.815205318	1.74	9.1
9.2	0.0781219	9.2	1.819543998	1.74	9.2
9.3	0.0799632	9.3	1.823861206	1.74	9.3
9.4	0.0818266	9.4	1.828177126	1.75	9.4
9.5	0.0837121	9.5	1.832471574	1.75	9.5
9.6	0.0856196	9.6	1.836754549	1.75	9.6
9.7	0.0875492	9.7	1.841026237	1.75	9.7
9.8	0.0895008	9.8	1.845286637	1.76	9.8
9.9	0.0914744	9.9	1.849515749	1.76	9.9
10	0.0934701	10	1.853733573	1.76	10
10.1	0.0954877	10.1	1.857910109	1.76	10.1
10.2	0.0975273	10.2	1.862065541	1.76	10.2
10.3	0.0995889	10.3	1.866199684	1.77	10.3
10.4	0.101672	10.4	1.870302724	1.77	10.4
10.5	0.103778	10.5	1.87440466	1.77	10.5
10.6	0.105905	10.6	1.878495492	1.77	10.6
10.7	0.108054	10.7	1.882585404	1.77	10.7
10.8	0.110226	10.8	1.886674028	1.78	10.8
10.9	0.112419	10.9	1.890751732	1.78	10.9
11	0.114633	11	1.894838331	1.78	11
11.1	0.11687	11.1	1.898913827	1.78	11.1
11.2	0.119129	11.2	1.902978587	1.78	11.2
11.3	0.121409	11.3	1.907042243	1.79	11.3
11.4	0.123711	11.4	1.911084979	1.79	11.4
11.5	0.126035	11.5	1.915116795	1.79	11.5
11.6	0.128381	11.6	1.919147691	1.79	11.6
11.7	0.130748	11.7	1.923177667	1.79	11.7
11.8	0.133137	11.8	1.927216722	1.79	11.8
11.9	0.135548	11.9	1.931255042	1.80	11.9
12	0.137981	12	1.935292442	1.80	12
12.1	0.140435	12.1	1.939338922	1.80	12.1
12.2	0.142911	12.2	1.943384666	1.80	12.2
12.3	0.145408	12.3	1.947419674	1.80	12.3
12.4	0.147927	12.4	1.951453762	1.80	12.4
12.5	0.150468	12.5	1.955497114	1.81	12.5
12.6	0.15303	12.6	1.959539914	1.81	12.6
12.7	0.155614	12.7	1.963581793	1.81	12.7
12.8	0.15822	12.8	1.967622937	1.81	12.8
12.9	0.160847	12.9	1.971663345	1.81	12.9
13	0.163495	13	1.975693017	1.81	13
13.1	0.166165	13.1	1.979731953	1.81	13.1
13.2	0.168857	13.2	1.983760337	1.81	13.2
13.3	0.171569	13.3	1.987777985	1.82	13.3
13.4	0.174304	13.4	1.991804897	1.82	13.4
13.5	0.17706	13.5	1.995811257	1.82	13.5
13.6	0.179837	13.6	1.99980688	1.82	13.6
13.7	0.182635	13.7	2.003781952	1.82	13.7
13.8	0.185455	13.8	2.007736288	1.82	13.8
13.9	0.188296	13.9	2.011670072	1.82	13.9
14	0.191159	14	2.015583304	1.82	14
14.1	0.194043	14.1	2.019475984	1.83	14.1
14.2	0.196948	14.2	2.023347928	1.83	14.2
14.3	0.199874	14.3	2.02721932	1.83	14.3
14.4	0.202822	14.4	2.03108016	1.83	14.4
14.5	0.205791	14.5	2.034930448	1.83	14.5
14.6	0.208781	14.6	2.038780183	1.83	14.6
14.7	0.211792	14.7	2.042629367	1.83	14.7
14.8	0.214824	14.8	2.046477999	1.83	14.8
14.9	0.217878	14.9	2.050316079	1.83	14.9
15	0.220952	15	2.054153791	1.83	15
15.1	0.224048	15.1	2.057980767	1.83	15.1
15.2	0.227165	15.2	2.061787375	1.83	15.2
15.3	0.230303	15.3	2.065593431	1.84	15.3
15.4	0.233461	15.4	2.069398935	1.84	15.4
15.5	0.236641	15.5	2.073194071	1.84	15.5
15.6	0.239842	15.6	2.076998655	1.84	15.6
15.7	0.243063	15.7	2.080792871	1.84	15.7
15.8	0.246306	15.8	2.084576534	1.84	15.8
15.9	0.24957	15.9	2.088369646	1.84	15.9
16	0.252854	16	2.092152574	1.84	16
16.1	0.256159	16.1	2.095934766	1.84	16.1
16.2	0.259485	16.2	2.09970659	1.84	16.2
16.3	0.262832	16.3	2.103488046	1.84	16.3
16.4	0.266199	16.4	2.107269134	1.84	16.4
16.5	0.269588	16.5	2.11103967	1.84	16.5
16.6	0.272997	16.6	2.114819838	1.84	16.6
16.7	0.276426	16.7	2.118609454	1.84	16.7
16.8	0.279877	16.8	2.122388886	1.84	16.8
16.9	0.283348	16.9	2.126167766	1.84	16.9
17	0.286839	17	2.129946277	1.84	17
17.1	0.290351	17.1	2.133714421	1.84	17.1
17.2	0.293884	17.2	2.137492197	1.84	17.2
17.3	0.297437	17.3	2.141259421	1.84	17.3
17.4	0.301011	17.4	2.145026461	1.84	17.4
17.5	0.304605	17.5	2.148783133	1.84	17.5
17.6	0.30822	17.6	2.152539253	1.84	17.6
17.7	0.311855	17.7	2.156295189	1.84	17.7
17.8	0.315511	17.8	2.160050757	1.84	17.8
17.9	0.319187	17.9	2.163805773	1.84	17.9
18	0.322883	18	2.167550605	1.84	18
18.1	0.326599	18.1	2.171305069	1.84	18.1
18.2	0.330336	18.2	2.175049165	1.84	18.2
18.3	0.334093	18.3	2.178802892	1.84	18.3
18.4	0.337871	18.4	2.182556436	1.84	18.4
18.5	0.341668	18.5	2.186309428	1.84	18.5
18.6	0.345486	18.6	2.190072236	1.84	18.6
18.7	0.349324	18.7	2.193834676	1.84	18.7
18.8	0.353182	18.8	2.197606748	1.84	18.8
18.9	0.35706	18.9	2.201378636	1.84	18.9
19	0.360959	19	2.205160156	1.84	19
19.1	0.364877	19.1	2.208941308	1.84	19.1
19.2	0.368815	19.2	2.212732092	1.84	19.2
19.3	0.372774	19.3	2.216522692	1.84	19.3
19.4	0.376752	19.4	2.220312924	1.84	19.4
19.5	0.38075	19.5	2.224112972	1.84	19.5
19.6	0.384769	19.6	2.227902652	1.84	19.6
19.7	0.388807	19.7	2.231701963	1.84	19.7
19.8	0.392865	19.8	2.235491091	1.84	19.8
19.9	0.396943	19.9	2.239289851	1.84	19.9
20	0.40104	20	2.243088427	1.84	20
