Vdark	Idark	Vphoto	Iphoto	R	Vphoto
-14.7	4.29E-15	-14.7	2.261342141	2.26	-14.7
-14.6	4.29E-15	-14.6	2.261292181	2.26	-14.6
-14.5	4.28E-15	-14.5	2.26124222	2.26	-14.5
-14.4	4.28E-15	-14.4	2.261192258	2.26	-14.4
-14.3	4.27E-15	-14.3	2.261142296	2.26	-14.3
-14.2	4.27E-15	-14.2	2.261082333	2.26	-14.2
-14.1	4.27E-15	-14.1	2.26103237	2.26	-14.1
-14	4.26E-15	-14	2.260982407	2.26	-14
-13.9	4.26E-15	-13.9	2.260922443	2.26	-13.9
-13.8	4.25E-15	-13.8	2.260872478	2.26	-13.8
-13.7	4.24E-15	-13.7	2.260812513	2.26	-13.7
-13.6	4.24E-15	-13.6	2.260752548	2.26	-13.6
-13.5	4.23E-15	-13.5	2.260702582	2.26	-13.5
-13.4	4.23E-15	-13.4	2.260642616	2.26	-13.4
-13.3	4.22E-15	-13.3	2.260582649	2.26	-13.3
-13.2	4.22E-15	-13.2	2.260532682	2.26	-13.2
-13.1	4.22E-15	-13.1	2.260472714	2.26	-13.1
-13	4.21E-15	-13	2.260412746	2.26	-13
-12.9	4.21E-15	-12.9	2.260352778	2.26	-12.9
-12.8	4.20E-15	-12.8	2.26029281	2.26	-12.8
-12.7	4.20E-15	-12.7	2.260232841	2.26	-12.7
-12.6	4.19E-15	-12.6	2.260172871	2.26	-12.6
-12.5	4.19E-15	-12.5	2.260112902	2.26	-12.5
-12.4	4.18E-15	-12.4	2.260052932	2.26	-12.4
-12.3	4.18E-15	-12.3	2.259982962	2.26	-12.3
-12.2	4.18E-15	-12.2	2.259922991	2.26	-12.2
-12.1	4.17E-15	-12.1	2.25986302	2.26	-12.1
-12	4.17E-15	-12	2.259793049	2.26	-12
-11.9	4.16E-15	-11.9	2.259733078	2.26	-11.9
-11.8	4.16E-15	-11.8	2.259663106	2.26	-11.8
-11.7	4.16E-15	-11.7	2.259603134	2.26	-11.7
-11.6	4.15E-15	-11.6	2.259533162	2.26	-11.6
-11.5	4.15E-15	-11.5	2.259463189	2.26	-11.5
-11.4	4.14E-15	-11.4	2.259393216	2.26	-11.4
-11.3	4.14E-15	-11.3	2.259323243	2.26	-11.3
-11.2	4.13E-15	-11.2	2.25925327	2.26	-11.2
-11.1	4.13E-15	-11.1	2.259183297	2.26	-11.1
-11	4.12E-15	-11	2.259113323	2.26	-11
-10.9	4.11E-15	-10.9	2.259043349	2.26	-10.9
-10.8	4.11E-15	-10.8	2.258973375	2.26	-10.8
-10.7	4.11E-15	-10.7	2.2588934	2.26	-10.7
-10.6	4.10E-15	-10.6	2.258823425	2.26	-10.6
-10.5	4.09E-15	-10.5	2.258743451	2.26	-10.5
-10.4	4.10E-15	-10.4	2.258663475	2.26	-10.4
-10.3	4.09E-15	-10.3	2.2585835	2.26	-10.3
-10.2	4.07E-15	-10.2	2.258503525	2.26	-10.2
-10.1	4.08E-15	-10.1	2.258423549	2.26	-10.1
-10	4.08E-15	-10	2.258343573	2.26	-10
-9.9	4.06E-15	-9.9	2.258263597	2.26	-9.9
-9.8	4.06E-15	-9.8	2.258173621	2.26	-9.8
-9.7	4.07E-15	-9.7	2.258083644	2.26	-9.7
-9.6	4.06E-15	-9.6	2.258003667	2.26	-9.6
-9.5	4.07E-15	-9.5	2.257913691	2.26	-9.5
-9.4	4.03E-15	-9.4	2.257813714	2.26	-9.4
-9.3	4.04E-15	-9.3	2.257723736	2.26	-9.3
-9.2	4.05E-15	-9.2	2.257633759	2.26	-9.2
-9.1	4.01E-15	-9.1	2.257533782	2.26	-9.1
-9	4.04E-15	-9	2.257443804	2.26	-9
-8.9	4.04E-15	-8.9	2.257343826	2.26	-8.9
-8.8	4.01E-15	-8.8	2.257243848	2.26	-8.8
-8.7	3.99E-15	-8.7	2.25713387	2.26	-8.7
-8.6	4.01E-15	-8.6	2.257033891	2.26	-8.6
-8.5	4.00E-15	-8.5	2.256933913	2.26	-8.5
-8.4	3.99E-15	-8.4	2.256823934	2.26	-8.4
-8.3	3.98E-15	-8.3	2.256713956	2.26	-8.3
-8.2	4.02E-15	-8.2	2.256603977	2.26	-8.2
-8.1	3.98E-15	-8.1	2.256493998	2.26	-8.1
-8	4.02E-15	-8	2.256374018	2.26	-8
-7.9	4.05E-15	-7.9	2.256264039	2.26	-7.9
-7.8	3.96E-15	-7.8	2.25614406	2.26	-7.8
-7.7	3.91E-15	-7.7	2.25602408	2.26	-7.7
-7.6	3.92E-15	-7.6	2.2559041	2.26	-7.6
-7.5	3.90E-15	-7.5	2.25577412	2.26	-7.5
-7.4	3.90E-15	-7.4	2.25565414	2.26	-7.4
-7.3	3.94E-15	-7.3	2.25552416	2.26	-7.3
-7.2	3.88E-15	-7.2	2.25539418	2.26	-7.2
-7.1	3.91E-15	-7.1	2.2552642	2.26	-7.1
-7	3.95E-15	-7	2.255124219	2.26	-7
-6.9	3.93E-15	-6.9	2.254994238	2.25	-6.9
-6.8	3.89E-15	-6.8	2.254854258	2.25	-6.8
-6.7	3.92E-15	-6.7	2.254714277	2.25	-6.7
-6.6	3.95E-15	-6.6	2.254564296	2.25	-6.6
-6.5	3.93E-15	-6.5	2.254414315	2.25	-6.5
-6.4	3.88E-15	-6.4	2.254264334	2.25	-6.4
-6.3	3.89E-15	-6.3	2.254114352	2.25	-6.3
-6.2	3.83E-15	-6.2	2.253954371	2.25	-6.2
-6.1	3.87E-15	-6.1	2.253804389	2.25	-6.1
-6	3.82E-15	-6	2.253634408	2.25	-6
-5.9	3.85E-15	-5.9	2.253474426	2.25	-5.9
-5.8	3.85E-15	-5.8	2.253304444	2.25	-5.8
-5.7	3.84E-15	-5.7	2.253124462	2.25	-5.7
-5.6	3.83E-15	-5.6	2.25294448	2.25	-5.6
-5.5	3.84E-15	-5.5	2.252764498	2.25	-5.5
-5.4	3.90E-15	-5.4	2.252574516	2.25	-5.4
-5.3	3.91E-15	-5.3	2.252384533	2.25	-5.3
-5.2	3.90E-15	-5.2	2.252184551	2.25	-5.2
-5.1	3.84E-15	-5.1	2.251974568	2.25	-5.1
-5	3.88E-15	-5	2.251764586	2.25	-5
-4.9	3.84E-15	-4.9	2.251554603	2.25	-4.9
-4.8	3.89E-15	-4.8	2.25133462	2.25	-4.8
-4.7	3.88E-15	-4.7	2.251104637	2.25	-4.7
-4.6	3.92E-15	-4.6	2.250864654	2.25	-4.6
-4.5	3.92E-15	-4.5	2.250624671	2.25	-4.5
-4.4	3.96E-15	-4.4	2.250384688	2.25	-4.4
-4.3	4.00E-15	-4.3	2.250124705	2.25	-4.3
-4.2	4.05E-15	-4.2	2.249864722	2.25	-4.2
-4.1	4.01E-15	-4.1	2.249594738	2.25	-4.1
-4	3.95E-15	-4	2.249324755	2.25	-4
-3.9	3.78E-15	-3.9	2.249034771	2.25	-3.9
-3.8	3.71E-15	-3.8	2.248744787	2.25	-3.8
-3.7	3.76E-15	-3.7	2.248444804	2.25	-3.7
-3.6	3.80E-15	-3.6	2.24812482	2.25	-3.6
-3.5	3.67E-15	-3.5	2.247804836	2.25	-3.5
-3.4	3.66E-15	-3.4	2.247474852	2.25	-3.4
-3.3	3.75E-15	-3.3	2.247134868	2.25	-3.3
-3.2	3.80E-15	-3.2	2.246774884	2.25	-3.2
-3.1	3.83E-15	-3.1	2.2464149	2.25	-3.1
-3	3.87E-15	-3	2.246034915	2.25	-3
-2.9	3.90E-15	-2.9	2.245634931	2.25	-2.9
-2.8	3.91E-15	-2.8	2.245234946	2.25	-2.8
-2.7	3.93E-15	-2.7	2.244804962	2.24	-2.7
-2.6	4.02E-15	-2.6	2.244374977	2.24	-2.6
-2.5	4.04E-15	-2.5	2.243924993	2.24	-2.5
-2.4	4.09E-15	-2.4	2.243455008	2.24	-2.4
-2.3	4.10E-15	-2.3	2.242975023	2.24	-2.3
-2.2	3.91E-15	-2.2	2.242475038	2.24	-2.2
-2.1	3.66E-15	-2.1	2.241955053	2.24	-2.1
-2	3.74E-15	-2	2.241415068	2.24	-2
-1.9	3.80E-15	-1.9	2.240855083	2.24	-1.9
-1.8	3.72E-15	-1.8	2.240265098	2.24	-1.8
-1.7	3.69E-15	-1.7	2.239655113	2.24	-1.7
-1.6	3.69E-15	-1.6	2.239005128	2.24	-1.6
-1.5	3.69E-15	-1.5	2.238315143	2.24	-1.5
-1.4	3.70E-15	-1.4	2.237585157	2.24	-1.4
-1.3	3.77E-15	-1.3	2.236805172	2.24	-1.3
-1.2	3.72E-15	-1.2	2.235965186	2.24	-1.2
-1.1	3.79E-15	-1.1	2.235045201	2.24	-1.1
-1	3.87E-15	-1	2.234045215	2.23	-1
-0.9	3.80E-15	-0.9	2.232955229	2.23	-0.9
-0.8	3.63E-15	-0.8	2.231745244	2.23	-0.8
-0.7	3.60E-15	-0.7	2.230415258	2.23	-0.7
-0.6	3.63E-15	-0.6	2.228935272	2.23	-0.6
-0.5	3.58E-15	-0.5	2.227285286	2.23	-0.5
-0.4	3.59E-15	-0.4	2.2254453	2.23	-0.4
-0.3	3.59E-15	-0.3	2.223375314	2.22	-0.3
-0.2	3.58E-15	-0.2	2.221025328	2.22	-0.2
-0.1	3.48E-15	-0.1	2.218335342	2.22	-0.1
0	1.55E-30	0	2.21539	2.22	0
0.1	1.66262E-13	0.1	2.28618446	2.29	0.1
0.2	8.09602E-12	0.2	2.292780053	2.29	0.2
0.3	3.84868E-10	0.3	2.293864772	2.29	0.3
0.4	1.64214E-08	0.4	2.291447798	2.29	0.4
0.5	1.41458E-07	0.5	2.28472117	2.28	0.5
0.6	6.55369E-07	0.6	2.261375334	2.26	0.6
0.7	1.86237E-05	0.7	2.101330051	2.10	0.7
0.8	0.000265594	0.8	1.475200624	1.47	0.8
0.9	0.000767585	0.9	0.493794462	0.49	0.9
1	0.00142588	1	0.440625764	0.44	1
1.1	0.00323706	1.1	1.044117538	1.04	1.1
1.2	0.00444692	1.2	1.210712304	1.21	1.2
1.3	0.00560163	1.3	1.258010775	1.25	1.3
1.4	0.0069184	1.4	1.284366877	1.28	1.4
1.5	0.00846428	1.5	1.305713676	1.30	1.5
1.6	0.0102724	1.6	1.324842027	1.31	1.6
1.7	0.0123589	1.7	1.342740578	1.33	1.7
1.8	0.0147311	1.8	1.359696321	1.34	1.8
1.9	0.0173924	1.9	1.375735144	1.36	1.9
2	0.0203444	2	1.390962383	1.37	2
2.1	0.0235883	2.1	1.405622086	1.38	2.1
2.2	0.027125	2.2	1.419957749	1.39	2.2
2.3	0.0309555	2.3	1.434022868	1.40	2.3
2.4	0.0350805	2.4	1.447740204	1.41	2.4
2.5	0.0395001	2.5	1.461081779	1.42	2.5
2.6	0.0442146	2.6	1.474129986	1.43	2.6
2.7	0.0492237	2.7	1.487036666	1.44	2.7
2.8	0.054527	2.8	1.499953289	1.45	2.8
2.9	0.0601239	2.9	1.512891512	1.45	2.9
3	0.066014	3	1.525702624	1.46	3
3.1	0.0721964	3.1	1.538207727	1.47	3.1
3.2	0.0786704	3.2	1.550338111	1.47	3.2
3.3	0.0854351	3.3	1.562134326	1.48	3.3
3.4	0.0924894	3.4	1.573727662	1.48	3.4
3.5	0.0998323	3.5	1.585198669	1.49	3.5
3.6	0.107463	3.6	1.596538269	1.49	3.6
3.7	0.115379	3.7	1.607747012	1.49	3.7
3.8	0.12358	3.8	1.618785452	1.50	3.8
3.9	0.132065	3.9	1.629674323	1.50	3.9
4	0.140832	4	1.640443995	1.50	4
4.1	0.149879	4.1	1.651155019	1.50	4.1
4.2	0.159205	4.2	1.661847762	1.50	4.2
4.3	0.168809	4.3	1.672502778	1.50	4.3
4.4	0.178688	4.4	1.683100249	1.50	4.4
4.5	0.188841	4.5	1.693640729	1.50	4.5
4.6	0.199266	4.6	1.704124401	1.50	4.6
4.7	0.209962	4.7	1.714591632	1.50	4.7
4.8	0.220926	4.8	1.725082608	1.50	4.8
4.9	0.232157	4.9	1.73565788	1.50	4.9
5	0.243653	5	1.746357447	1.50	5
5.1	0.255412	5.1	1.757161495	1.50	5.1
5.2	0.267432	5.2	1.768070575	1.50	5.2
5.3	0.279712	5.3	1.779004502	1.50	5.3
5.4	0.292248	5.4	1.78992383	1.50	5.4
5.5	0.30504	5.5	1.800788374	1.50	5.5
5.6	0.318085	5.6	1.811608686	1.49	5.6
5.7	0.331382	5.7	1.822384765	1.49	5.7
5.8	0.344928	5.8	1.833116613	1.49	5.8
5.9	0.358721	5.9	1.843804597	1.49	5.9
6	0.37276	6	1.8544789	1.48	6
6.1	0.387042	6.1	1.86513934	1.48	6.1
6.2	0.401566	6.2	1.875836284	1.47	6.2
6.3	0.416329	6.3	1.886579916	1.47	6.3
6.4	0.431329	6.4	1.897400235	1.47	6.4
6.5	0.446566	6.5	1.908297427	1.46	6.5
6.6	0.462036	6.6	1.919271307	1.46	6.6
6.7	0.477738	6.7	1.930312427	1.45	6.7
6.8	0.493669	6.8	1.941380603	1.45	6.8
6.9	0.509829	6.9	1.952475834	1.44	6.9
7	0.526215	7	1.96356849	1.44	7
7.1	0.542825	7.1	1.97465857	1.43	7.1
7.2	0.559658	7.2	1.98574589	1.43	7.2
7.3	0.576712	7.3	1.996830817	1.42	7.3
7.4	0.593985	7.4	2.007923353	1.41	7.4
7.5	0.611475	7.5	2.019033681	1.41	7.5
7.6	0.62918	7.6	2.030201617	1.40	7.6
7.7	0.6471	7.7	2.041437345	1.39	7.7
7.8	0.665232	7.8	2.052760864	1.39	7.8
7.9	0.683575	7.9	2.06421236	1.38	7.9
8	0.702126	8	2.075791832	1.37	8
8.1	0.720886	8.1	2.08753928	1.37	8.1
8.2	0.739851	8.2	2.099434704	1.36	8.2
8.3	0.75902	8.3	2.111508472	1.35	8.3
8.4	0.778392	8.4	2.123720215	1.35	8.4
8.5	0.797966	8.5	2.136070303	1.34	8.5
8.6	0.817739	8.6	2.148528551	1.33	8.6
8.7	0.837711	8.7	2.161075143	1.32	8.7
8.8	0.85788	8.8	2.173710079	1.32	8.8
8.9	0.878244	8.9	2.186433358	1.31	8.9
9	0.898802	9	2.199255166	1.30	9
9.1	0.919553	9.1	2.212195318	1.29	9.1
9.2	0.940495	9.2	2.225273998	1.28	9.2
9.3	0.961627	9.3	2.238511206	1.28	9.3
9.4	0.982948	9.4	2.251927126	1.27	9.4
9.5	1.00445	9.5	2.265511574	1.26	9.5
9.6	1.02615	9.6	2.279294549	1.25	9.6
9.7	1.04803	9.7	2.293256237	1.25	9.7
9.8	1.07009	9.8	2.307406637	1.24	9.8
9.9	1.09233	9.9	2.321735749	1.23	9.9
10	1.11475	10	2.336243573	1.22	10
10.1	1.13735	10.1	2.350910109	1.21	10.1
10.2	1.16013	10.2	2.365755541	1.21	10.2
10.3	1.18309	10.3	2.380759684	1.20	10.3
10.4	1.20622	10.4	2.395922724	1.19	10.4
10.5	1.22952	10.5	2.41125466	1.18	10.5
10.6	1.253	10.6	2.426755492	1.17	10.6
10.7	1.27665	10.7	2.442435404	1.17	10.7
10.8	1.30047	10.8	2.458294028	1.16	10.8
10.9	1.32446	10.9	2.474341732	1.15	10.9
11	1.34861	11	2.490588331	1.14	11
11.1	1.37293	11.1	2.507033827	1.13	11.1
11.2	1.39742	11.2	2.523678587	1.13	11.2
11.3	1.42207	11.3	2.540512243	1.12	11.3
11.4	1.44688	11.4	2.557544979	1.11	11.4
11.5	1.47186	11.5	2.574736795	1.10	11.5
11.6	1.49699	11.6	2.592097691	1.10	11.6
11.7	1.52229	11.7	2.609607667	1.09	11.7
11.8	1.54774	11.8	2.627256722	1.08	11.8
11.9	1.57335	11.9	2.645045042	1.07	11.9
12	1.59912	12	2.662962442	1.06	12
12.1	1.62504	12.1	2.681028922	1.06	12.1
12.2	1.65112	12.2	2.699234666	1.05	12.2
12.3	1.67735	12.3	2.717589674	1.04	12.3
12.4	1.70373	12.4	2.736103762	1.03	12.4
12.5	1.73026	12.5	2.754777114	1.02	12.5
12.6	1.75695	12.6	2.773609914	1.02	12.6
12.7	1.78378	12.7	2.792611793	1.01	12.7
12.8	1.81076	12.8	2.811772937	1.00	12.8
12.9	1.83789	12.9	2.831113345	0.99	12.9
13	1.86517	13	2.850613017	0.99	13
13.1	1.89259	13.1	2.870271953	0.98	13.1
13.2	1.92016	13.2	2.890100337	0.97	13.2
13.3	1.94787	13.3	2.910067985	0.96	13.3
13.4	1.97573	13.4	2.930194897	0.95	13.4
13.5	2.00373	13.5	2.950451257	0.95	13.5
13.6	2.03187	13.6	2.97084688	0.94	13.6
13.7	2.06016	13.7	2.991361952	0.93	13.7
13.8	2.08859	13.8	3.011996288	0.92	13.8
13.9	2.11716	13.9	3.032750072	0.92	13.9
14	2.14586	14	3.053633304	0.91	14
14.1	2.17471	14.1	3.074625984	0.90	14.1
14.2	2.2037	14.2	3.095737928	0.89	14.2
14.3	2.23283	14.3	3.11698932	0.88	14.3
14.4	2.26209	14.4	3.13836016	0.88	14.4
14.5	2.29149	14.5	3.159860448	0.87	14.5
14.6	2.32103	14.6	3.181510183	0.86	14.6
14.7	2.3507	14.7	3.203299367	0.85	14.7
14.8	2.38051	14.8	3.225227999	0.84	14.8
14.9	2.41046	14.9	3.247306079	0.84	14.9
15	2.44054	15	3.269543791	0.83	15
15.1	2.47075	15.1	3.291930767	0.82	15.1
15.2	2.5011	15.2	3.314477375	0.81	15.2
15.3	2.53158	15.3	3.337183431	0.81	15.3
15.4	2.5622	15.4	3.360038935	0.80	15.4
15.5	2.59294	15.5	3.383064071	0.79	15.5
15.6	2.62382	15.6	3.406238655	0.78	15.6
15.7	2.65483	15.7	3.429572871	0.77	15.7
15.8	2.68596	15.8	3.453066534	0.77	15.8
15.9	2.71723	15.9	3.476699646	0.76	15.9
16	2.74863	16	3.500492574	0.75	16
16.1	2.78016	16.1	3.524424766	0.74	16.1
16.2	2.81181	16.2	3.54848659	0.74	16.2
16.3	2.8436	16.3	3.572698046	0.73	16.3
16.4	2.87551	16.4	3.597039134	0.72	16.4
16.5	2.90754	16.5	3.62150967	0.71	16.5
16.6	2.93971	16.6	3.646109838	0.71	16.6
16.7	2.97199	16.7	3.670829454	0.70	16.7
16.8	3.00441	16.8	3.695678886	0.69	16.8
16.9	3.03695	16.9	3.720657766	0.68	16.9
17	3.06961	17	3.745746277	0.68	17
17.1	3.1024	17.1	3.770974421	0.67	17.1
17.2	3.13531	17.2	3.796312197	0.66	17.2
17.3	3.16834	17.3	3.821779421	0.65	17.3
17.4	3.2015	17.4	3.847376461	0.65	17.4
17.5	3.23478	17.5	3.873093133	0.64	17.5
17.6	3.26818	17.6	3.898939253	0.63	17.6
17.7	3.3017	17.7	3.924915189	0.62	17.7
17.8	3.33534	17.8	3.951010757	0.62	17.8
17.9	3.3691	17.9	3.977235773	0.61	17.9
18	3.40299	18	4.003590605	0.60	18
18.1	3.43699	18.1	4.030065069	0.59	18.1
18.2	3.47111	18.2	4.056669165	0.59	18.2
18.3	3.50534	18.3	4.083392892	0.58	18.3
18.4	3.5397	18.4	4.110246436	0.57	18.4
18.5	3.57417	18.5	4.137219428	0.56	18.5
18.6	3.60876	18.6	4.164312236	0.56	18.6
18.7	3.64347	18.7	4.191524676	0.55	18.7
18.8	3.67829	18.8	4.218866748	0.54	18.8
18.9	3.71323	18.9	4.246328636	0.53	18.9
19	3.74828	19	4.273910156	0.53	19
19.1	3.78345	19.1	4.301621308	0.52	19.1
19.2	3.81874	19.2	4.329452092	0.51	19.2
19.3	3.85413	19.3	4.357412692	0.50	19.3
19.4	3.88964	19.4	4.385492924	0.50	19.4
19.5	3.92527	19.5	4.413702972	0.49	19.5
19.6	3.961	19.6	4.442032652	0.48	19.6
19.7	3.99685	19.7	4.470491963	0.47	19.7
19.8	4.03281	19.8	4.499071091	0.47	19.8
19.9	4.06889	19.9	4.527769851	0.46	19.9
20	4.10507	20	4.556588427	0.45	20
