Vdark	Idark	Vphoto	Iphoto	R	Vphoto
-11.2	4.05E-15	-11.2	1.60303327	1.60	-11.2
-11.1	4.04E-15	-11.1	1.603003297	1.60	-11.1
-11	4.03E-15	-11	1.602973323	1.60	-11
-10.9	4.04E-15	-10.9	1.602933349	1.60	-10.9
-10.8	4.03E-15	-10.8	1.602903375	1.60	-10.8
-10.7	4.04E-15	-10.7	1.6028734	1.60	-10.7
-10.6	4.01E-15	-10.6	1.602833425	1.60	-10.6
-10.5	4.01E-15	-10.5	1.602803451	1.60	-10.5
-10.4	4.01E-15	-10.4	1.602763475	1.60	-10.4
-10.3	4.01E-15	-10.3	1.6027335	1.60	-10.3
-10.2	4.01E-15	-10.2	1.602693525	1.60	-10.2
-10.1	3.99E-15	-10.1	1.602653549	1.60	-10.1
-10	3.99E-15	-10	1.602623573	1.60	-10
-9.9	3.99E-15	-9.9	1.602583597	1.60	-9.9
-9.8	3.98E-15	-9.8	1.602543621	1.60	-9.8
-9.7	3.98E-15	-9.7	1.602503644	1.60	-9.7
-9.6	3.99E-15	-9.6	1.602463667	1.60	-9.6
-9.5	4.00E-15	-9.5	1.602423691	1.60	-9.5
-9.4	3.93E-15	-9.4	1.602383714	1.60	-9.4
-9.3	3.95E-15	-9.3	1.602343736	1.60	-9.3
-9.2	3.94E-15	-9.2	1.602303759	1.60	-9.2
-9.1	3.95E-15	-9.1	1.602263782	1.60	-9.1
-9	3.98E-15	-9	1.602223804	1.60	-9
-8.9	3.98E-15	-8.9	1.602183826	1.60	-8.9
-8.8	3.96E-15	-8.8	1.602133848	1.60	-8.8
-8.7	3.94E-15	-8.7	1.60209387	1.60	-8.7
-8.6	3.95E-15	-8.6	1.602043891	1.60	-8.6
-8.5	3.94E-15	-8.5	1.602003913	1.60	-8.5
-8.4	3.95E-15	-8.4	1.601953934	1.60	-8.4
-8.3	3.89E-15	-8.3	1.601903956	1.60	-8.3
-8.2	3.92E-15	-8.2	1.601853977	1.60	-8.2
-8.1	3.90E-15	-8.1	1.601803998	1.60	-8.1
-8	3.93E-15	-8	1.601754018	1.60	-8
-7.9	3.97E-15	-7.9	1.601704039	1.60	-7.9
-7.8	3.91E-15	-7.8	1.60164406	1.60	-7.8
-7.7	3.85E-15	-7.7	1.60159408	1.60	-7.7
-7.6	3.88E-15	-7.6	1.6015341	1.60	-7.6
-7.5	3.84E-15	-7.5	1.60147412	1.60	-7.5
-7.4	3.82E-15	-7.4	1.60141414	1.60	-7.4
-7.3	3.85E-15	-7.3	1.60135416	1.60	-7.3
-7.2	3.87E-15	-7.2	1.60129418	1.60	-7.2
-7.1	3.87E-15	-7.1	1.6012342	1.60	-7.1
-7	3.90E-15	-7	1.601164219	1.60	-7
-6.9	3.91E-15	-6.9	1.601104238	1.60	-6.9
-6.8	3.92E-15	-6.8	1.601034258	1.60	-6.8
-6.7	3.91E-15	-6.7	1.600964277	1.60	-6.7
-6.6	3.88E-15	-6.6	1.600894296	1.60	-6.6
-6.5	3.89E-15	-6.5	1.600824315	1.60	-6.5
-6.4	3.91E-15	-6.4	1.600754334	1.60	-6.4
-6.3	3.80E-15	-6.3	1.600674352	1.60	-6.3
-6.2	3.82E-15	-6.2	1.600604371	1.60	-6.2
-6.1	3.76E-15	-6.1	1.600524389	1.60	-6.1
-6	3.79E-15	-6	1.600444408	1.60	-6
-5.9	3.78E-15	-5.9	1.600364426	1.60	-5.9
-5.8	3.79E-15	-5.8	1.600284444	1.60	-5.8
-5.7	3.83E-15	-5.7	1.600204462	1.60	-5.7
-5.6	3.81E-15	-5.6	1.60012448	1.60	-5.6
-5.5	3.82E-15	-5.5	1.600034498	1.60	-5.5
-5.4	3.84E-15	-5.4	1.599944516	1.60	-5.4
-5.3	3.88E-15	-5.3	1.599844533	1.60	-5.3
-5.2	3.89E-15	-5.2	1.599754551	1.60	-5.2
-5.1	3.93E-15	-5.1	1.599654568	1.60	-5.1
-5	3.92E-15	-5	1.599554586	1.60	-5
-4.9	3.90E-15	-4.9	1.599444603	1.60	-4.9
-4.8	3.92E-15	-4.8	1.59934462	1.60	-4.8
-4.7	3.90E-15	-4.7	1.599234637	1.60	-4.7
-4.6	3.94E-15	-4.6	1.599114654	1.60	-4.6
-4.5	3.99E-15	-4.5	1.599004671	1.60	-4.5
-4.4	3.97E-15	-4.4	1.598884688	1.60	-4.4
-4.3	3.79E-15	-4.3	1.598764705	1.60	-4.3
-4.2	3.80E-15	-4.2	1.598644722	1.60	-4.2
-4.1	3.89E-15	-4.1	1.598514738	1.60	-4.1
-4	3.66E-15	-4	1.598384755	1.60	-4
-3.9	3.46E-15	-3.9	1.598254771	1.60	-3.9
-3.8	3.52E-15	-3.8	1.598124787	1.60	-3.8
-3.7	3.53E-15	-3.7	1.597984804	1.60	-3.7
-3.6	3.60E-15	-3.6	1.59784482	1.60	-3.6
-3.5	3.43E-15	-3.5	1.597704836	1.60	-3.5
-3.4	3.56E-15	-3.4	1.597554852	1.60	-3.4
-3.3	3.72E-15	-3.3	1.597404868	1.60	-3.3
-3.2	3.64E-15	-3.2	1.597244884	1.60	-3.2
-3.1	3.83E-15	-3.1	1.5970849	1.60	-3.1
-3	3.78E-15	-3	1.596924915	1.60	-3
-2.9	3.80E-15	-2.9	1.596754931	1.60	-2.9
-2.8	3.93E-15	-2.8	1.596574946	1.60	-2.8
-2.7	3.94E-15	-2.7	1.596394962	1.60	-2.7
-2.6	4.02E-15	-2.6	1.596204977	1.60	-2.6
-2.5	4.03E-15	-2.5	1.596004993	1.60	-2.5
-2.4	4.06E-15	-2.4	1.595805008	1.60	-2.4
-2.3	3.78E-15	-2.3	1.595595023	1.60	-2.3
-2.2	3.84E-15	-2.2	1.595375038	1.60	-2.2
-2.1	3.77E-15	-2.1	1.595155053	1.60	-2.1
-2	3.55E-15	-2	1.594915068	1.59	-2
-1.9	3.60E-15	-1.9	1.594665083	1.59	-1.9
-1.8	3.44E-15	-1.8	1.594415098	1.59	-1.8
-1.7	3.36E-15	-1.7	1.594145113	1.59	-1.7
-1.6	3.68E-15	-1.6	1.593865128	1.59	-1.6
-1.5	3.69E-15	-1.5	1.593575143	1.59	-1.5
-1.4	3.70E-15	-1.4	1.593265157	1.59	-1.4
-1.3	3.77E-15	-1.3	1.592945172	1.59	-1.3
-1.2	3.81E-15	-1.2	1.592605186	1.59	-1.2
-1.1	3.83E-15	-1.1	1.592235201	1.59	-1.1
-1	3.78E-15	-1	1.591845215	1.59	-1
-0.9	3.75E-15	-0.9	1.591425229	1.59	-0.9
-0.8	3.56E-15	-0.8	1.590965244	1.59	-0.8
-0.7	3.56E-15	-0.7	1.590475258	1.59	-0.7
-0.6	3.56E-15	-0.6	1.589915272	1.59	-0.6
-0.5	3.55E-15	-0.5	1.589285286	1.59	-0.5
-0.4	3.50E-15	-0.4	1.5885753	1.59	-0.4
-0.3	3.55E-15	-0.3	1.587765314	1.59	-0.3
-0.2	3.55E-15	-0.2	1.586855328	1.59	-0.2
-0.1	3.48E-15	-0.1	1.585815342	1.59	-0.1
0	1.55E-30	0	1.58196	1.58	0
0.1	1.6566E-13	0.1	1.65497446	1.65	0.1
0.2	8.06364E-12	0.2	1.664180053	1.66	0.2
0.3	3.82958E-10	0.3	1.668444772	1.67	0.3
0.4	1.63136E-08	0.4	1.669997798	1.67	0.4
0.5	1.40714E-07	0.5	1.66760117	1.67	0.5
0.6	6.27802E-07	0.6	1.635275334	1.64	0.6
0.7	1.75503E-05	0.7	1.416350051	1.42	0.7
0.8	0.000241451	0.8	0.827027624	0.83	0.8
0.9	0.000671687	0.9	0.265997462	0.27	0.9
1	0.00125821	1	0.406085764	0.40	1
1.1	0.00257502	1.1	0.733693538	0.73	1.1
1.2	0.00334976	1.2	0.813886304	0.81	1.2
1.3	0.00402592	1.3	0.840974775	0.84	1.3
1.4	0.0047318	1.4	0.858765877	0.85	1.4
1.5	0.00551799	1.5	0.873607676	0.87	1.5
1.6	0.00641777	1.6	0.886792027	0.88	1.6
1.7	0.00744882	1.7	0.898820578	0.89	1.7
1.8	0.00861979	1.8	0.910159321	0.90	1.8
1.9	0.00993473	1.9	0.921146144	0.91	1.9
2	0.0113949	2	0.931844383	0.92	2
2.1	0.0130003	2.1	0.942226086	0.93	2.1
2.2	0.0147505	2.2	0.952350749	0.94	2.2
2.3	0.0166453	2.3	0.962265868	0.95	2.3
2.4	0.0186851	2.4	0.971923204	0.95	2.4
2.5	0.0208704	2.5	0.981338779	0.96	2.5
2.6	0.0232017	2.6	0.990606986	0.97	2.6
2.7	0.0256795	2.7	0.999758666	0.97	2.7
2.8	0.0283041	2.8	1.008736289	0.98	2.8
2.9	0.0310756	2.9	1.017475512	0.99	2.9
3	0.033994	3	1.025956624	0.99	3
3.1	0.0370592	3.1	1.034208727	1.00	3.1
3.2	0.0402712	3.2	1.042293111	1.00	3.2
3.3	0.0436296	3.3	1.050285326	1.01	3.3
3.4	0.0471343	3.4	1.058238662	1.01	3.4
3.5	0.0507851	3.5	1.066132669	1.02	3.5
3.6	0.0545818	3.6	1.073879269	1.02	3.6
3.7	0.0585242	3.7	1.081418012	1.02	3.7
3.8	0.062612	3.8	1.088780452	1.03	3.8
3.9	0.0668449	3.9	1.096060323	1.03	3.9
4	0.0712229	4	1.103352995	1.03	4
4.1	0.0757455	4.1	1.110714019	1.03	4.1
4.2	0.0804124	4.2	1.118151762	1.04	4.2
4.3	0.0852234	4.3	1.125645778	1.04	4.3
4.4	0.0901782	4.4	1.133180249	1.04	4.4
4.5	0.0952762	4.5	1.140740729	1.05	4.5
4.6	0.100517	4.6	1.148324401	1.05	4.6
4.7	0.105901	4.7	1.155881632	1.05	4.7
4.8	0.111427	4.8	1.163392608	1.05	4.8
4.9	0.117094	4.9	1.17082788	1.05	4.9
5	0.122903	5	1.178207447	1.06	5
5.1	0.128852	5.1	1.185601495	1.06	5.1
5.2	0.134942	5.2	1.193020575	1.06	5.2
5.3	0.141172	5.3	1.200514502	1.06	5.3
5.4	0.147541	5.4	1.20806383	1.06	5.4
5.5	0.154049	5.5	1.215628374	1.06	5.5
5.6	0.160695	5.6	1.223138686	1.06	5.6
5.7	0.167478	5.7	1.230564765	1.06	5.7
5.8	0.174399	5.8	1.237896613	1.06	5.8
5.9	0.181456	5.9	1.245174597	1.06	5.9
6	0.18865	6	1.2524289	1.06	6
6.1	0.195979	6.1	1.25968934	1.06	6.1
6.2	0.203442	6.2	1.266986284	1.06	6.2
6.3	0.21104	6.3	1.274329916	1.06	6.3
6.4	0.218772	6.4	1.281720235	1.06	6.4
6.5	0.226636	6.5	1.289147427	1.06	6.5
6.6	0.234633	6.6	1.296601307	1.06	6.6
6.7	0.242762	6.7	1.304072427	1.06	6.7
6.8	0.251022	6.8	1.311550603	1.06	6.8
6.9	0.259413	6.9	1.319035834	1.06	6.9
7	0.267934	7	1.32653849	1.06	7
7.1	0.276584	7.1	1.33407857	1.06	7.1
7.2	0.285362	7.2	1.34165589	1.06	7.2
7.3	0.294269	7.3	1.349280817	1.06	7.3
7.4	0.303303	7.4	1.356943353	1.05	7.4
7.5	0.312464	7.5	1.364623681	1.05	7.5
7.6	0.321752	7.6	1.372331617	1.05	7.6
7.7	0.331165	7.7	1.380047345	1.05	7.7
7.8	0.340702	7.8	1.387780864	1.05	7.8
7.9	0.350365	7.9	1.39555236	1.05	7.9
8	0.360151	8	1.403351832	1.04	8
8.1	0.37006	8.1	1.41118928	1.04	8.1
8.2	0.380091	8.2	1.419044704	1.04	8.2
8.3	0.390244	8.3	1.426878472	1.04	8.3
8.4	0.400519	8.4	1.434680215	1.03	8.4
8.5	0.410914	8.5	1.442450303	1.03	8.5
8.6	0.421429	8.6	1.450178551	1.03	8.6
8.7	0.432063	8.7	1.457895143	1.03	8.7
8.8	0.442816	8.8	1.465620079	1.02	8.8
8.9	0.453687	8.9	1.473363358	1.02	8.9
9	0.464675	9	1.481155166	1.02	9
9.1	0.47578	9.1	1.488975318	1.01	9.1
9.2	0.487001	9.2	1.496833998	1.01	9.2
9.3	0.498338	9.3	1.504721206	1.01	9.3
9.4	0.50979	9.4	1.512637126	1.00	9.4
9.5	0.521356	9.5	1.520591574	1.00	9.5
9.6	0.533035	9.6	1.528604549	1.00	9.6
9.7	0.544828	9.7	1.536676237	0.99	9.7
9.8	0.556732	9.8	1.544816637	0.99	9.8
9.9	0.568749	9.9	1.553035749	0.98	9.9
10	0.580876	10	1.561323573	0.98	10
10.1	0.593114	10.1	1.569680109	0.98	10.1
10.2	0.605462	10.2	1.578095541	0.97	10.2
10.3	0.617919	10.3	1.586569684	0.97	10.3
10.4	0.630484	10.4	1.595082724	0.96	10.4
10.5	0.643158	10.5	1.60365466	0.96	10.5
10.6	0.655939	10.6	1.612265492	0.96	10.6
10.7	0.668826	10.7	1.620945404	0.95	10.7
10.8	0.68182	10.8	1.629684028	0.95	10.8
10.9	0.694919	10.9	1.638511732	0.94	10.9
11	0.708124	11	1.647428331	0.94	11
11.1	0.721433	11.1	1.656453827	0.94	11.1
11.2	0.734846	11.2	1.665578587	0.93	11.2
11.3	0.748363	11.3	1.674812243	0.93	11.3
11.4	0.761982	11.4	1.684164979	0.92	11.4
11.5	0.775704	11.5	1.693616795	0.92	11.5
11.6	0.789528	11.6	1.703187691	0.91	11.6
11.7	0.803453	11.7	1.712867667	0.91	11.7
11.8	0.817479	11.8	1.722666722	0.91	11.8
11.9	0.831606	11.9	1.732585042	0.90	11.9
12	0.845833	12	1.742622442	0.90	12
12.1	0.860159	12.1	1.752788922	0.89	12.1
12.2	0.874585	12.2	1.763084666	0.89	12.2
12.3	0.88911	12.3	1.773519674	0.88	12.3
12.4	0.903733	12.4	1.784103762	0.88	12.4
12.5	0.918454	12.5	1.794827114	0.88	12.5
12.6	0.933274	12.6	1.805689914	0.87	12.6
12.7	0.94819	12.7	1.816691793	0.87	12.7
12.8	0.963204	12.8	1.827832937	0.86	12.8
12.9	0.978314	12.9	1.839103345	0.86	12.9
13	0.993521	13	1.850483017	0.86	13
13.1	1.00882	13.1	1.861961953	0.85	13.1
13.2	1.02422	13.2	1.873560337	0.85	13.2
13.3	1.03972	13.3	1.885247985	0.85	13.3
13.4	1.05531	13.4	1.897024897	0.84	13.4
13.5	1.07099	13.5	1.908901257	0.84	13.5
13.6	1.08677	13.6	1.92087688	0.83	13.6
13.7	1.10264	13.7	1.932951952	0.83	13.7
13.8	1.11861	13.8	1.945126288	0.83	13.8
13.9	1.13467	13.9	1.957410072	0.82	13.9
14	1.15083	14	1.969803304	0.82	14
14.1	1.16708	14.1	1.982305984	0.82	14.1
14.2	1.18342	14.2	1.994917928	0.81	14.2
14.3	1.19986	14.3	2.00765932	0.81	14.3
14.4	1.21638	14.4	2.02052016	0.80	14.4
14.5	1.233	14.5	2.033490448	0.80	14.5
14.6	1.24972	14.6	2.046590183	0.80	14.6
14.7	1.26652	14.7	2.059809367	0.79	14.7
14.8	1.28342	14.8	2.073147999	0.79	14.8
14.9	1.30041	14.9	2.086586079	0.79	14.9
15	1.31749	15	2.100143791	0.78	15
15.1	1.33466	15.1	2.113800767	0.78	15.1
15.2	1.35192	15.2	2.127557375	0.78	15.2
15.3	1.36927	15.3	2.141403431	0.77	15.3
15.4	1.38671	15.4	2.155338935	0.77	15.4
15.5	1.40425	15.5	2.169364071	0.77	15.5
15.6	1.42187	15.6	2.183478655	0.76	15.6
15.7	1.43958	15.7	2.197662871	0.76	15.7
15.8	1.45738	15.8	2.211936534	0.75	15.8
15.9	1.47528	15.9	2.226289646	0.75	15.9
16	1.49326	16	2.240722574	0.75	16
16.1	1.51133	16.1	2.255234766	0.74	16.1
16.2	1.52948	16.2	2.26982659	0.74	16.2
16.3	1.54773	16.3	2.284508046	0.74	16.3
16.4	1.56606	16.4	2.299269134	0.73	16.4
16.5	1.58449	16.5	2.31410967	0.73	16.5
16.6	1.603	16.6	2.329039838	0.73	16.6
16.7	1.62159	16.7	2.344059454	0.72	16.7
16.8	1.64028	16.8	2.359158886	0.72	16.8
16.9	1.65905	16.9	2.374347766	0.72	16.9
17	1.67791	17	2.389616277	0.71	17
17.1	1.69685	17.1	2.404964421	0.71	17.1
17.2	1.71588	17.2	2.420412197	0.70	17.2
17.3	1.735	17.3	2.435929421	0.70	17.3
17.4	1.7542	17.4	2.451546461	0.70	17.4
17.5	1.77349	17.5	2.467233133	0.69	17.5
17.6	1.79286	17.6	2.483009253	0.69	17.6
17.7	1.81232	17.7	2.498875189	0.69	17.7
17.8	1.83186	17.8	2.514820757	0.68	17.8
17.9	1.85148	17.9	2.530855773	0.68	17.9
18	1.87119	18	2.546970605	0.68	18
18.1	1.89099	18.1	2.563175069	0.67	18.1
18.2	1.91086	18.2	2.579449165	0.67	18.2
18.3	1.93082	18.3	2.595822892	0.67	18.3
18.4	1.95087	18.4	2.612266436	0.66	18.4
18.5	1.971	18.5	2.628799428	0.66	18.5
18.6	1.9912	18.6	2.645422236	0.65	18.6
18.7	2.0115	18.7	2.662114676	0.65	18.7
18.8	2.03187	18.8	2.678896748	0.65	18.8
18.9	2.05232	18.9	2.695758636	0.64	18.9
19	2.07286	19	2.712700156	0.64	19
19.1	2.09348	19.1	2.729721308	0.64	19.1
19.2	2.11418	19.2	2.746822092	0.63	19.2
19.3	2.13496	19.3	2.764012692	0.63	19.3
19.4	2.15582	19.4	2.781272924	0.63	19.4
19.5	2.17676	19.5	2.798612972	0.62	19.5
19.6	2.19778	19.6	2.816042652	0.62	19.6
19.7	2.21888	19.7	2.833541963	0.61	19.7
19.8	2.24006	19.8	2.851131091	0.61	19.8
19.9	2.26132	19.9	2.868799851	0.61	19.9
20	2.28266	20	2.886548427	0.60	20
