Vdark	Idark	Vphoto	Iphoto	R	Vphoto
-12.6	4.02E-15	-12.6	1.526592871	1.53	-12.6
-12.5	4.03E-15	-12.5	1.526572902	1.53	-12.5
-12.4	4.03E-15	-12.4	1.526552932	1.53	-12.4
-12.3	4.03E-15	-12.3	1.526522962	1.53	-12.3
-12.2	4.04E-15	-12.2	1.526502991	1.53	-12.2
-12.1	4.00E-15	-12.1	1.52647302	1.53	-12.1
-12	4.00E-15	-12	1.526453049	1.53	-12
-11.9	4.00E-15	-11.9	1.526423078	1.53	-11.9
-11.8	4.01E-15	-11.8	1.526403106	1.53	-11.8
-11.7	4.01E-15	-11.7	1.526373134	1.53	-11.7
-11.6	4.01E-15	-11.6	1.526343162	1.53	-11.6
-11.5	4.02E-15	-11.5	1.526323189	1.53	-11.5
-11.4	4.02E-15	-11.4	1.526293216	1.53	-11.4
-11.3	3.96E-15	-11.3	1.526263243	1.53	-11.3
-11.2	3.95E-15	-11.2	1.52623327	1.53	-11.2
-11.1	3.96E-15	-11.1	1.526193297	1.53	-11.1
-11	3.96E-15	-11	1.526163323	1.53	-11
-10.9	3.97E-15	-10.9	1.526133349	1.53	-10.9
-10.8	3.96E-15	-10.8	1.526093375	1.53	-10.8
-10.7	3.97E-15	-10.7	1.5260634	1.53	-10.7
-10.6	3.99E-15	-10.6	1.526023425	1.53	-10.6
-10.5	3.97E-15	-10.5	1.525993451	1.53	-10.5
-10.4	3.98E-15	-10.4	1.525953475	1.53	-10.4
-10.3	4.01E-15	-10.3	1.5259135	1.53	-10.3
-10.2	3.99E-15	-10.2	1.525873525	1.53	-10.2
-10.1	3.88E-15	-10.1	1.525833549	1.53	-10.1
-10	3.88E-15	-10	1.525793573	1.53	-10
-9.9	3.90E-15	-9.9	1.525753597	1.53	-9.9
-9.8	3.88E-15	-9.8	1.525713621	1.53	-9.8
-9.7	3.88E-15	-9.7	1.525673644	1.53	-9.7
-9.6	3.90E-15	-9.6	1.525623667	1.53	-9.6
-9.5	3.90E-15	-9.5	1.525583691	1.53	-9.5
-9.4	3.92E-15	-9.4	1.525543714	1.53	-9.4
-9.3	3.88E-15	-9.3	1.525493736	1.53	-9.3
-9.2	3.89E-15	-9.2	1.525453759	1.53	-9.2
-9.1	3.88E-15	-9.1	1.525403782	1.53	-9.1
-9	3.93E-15	-9	1.525363804	1.53	-9
-8.9	3.94E-15	-8.9	1.525313826	1.53	-8.9
-8.8	3.93E-15	-8.8	1.525263848	1.53	-8.8
-8.7	3.97E-15	-8.7	1.52521387	1.53	-8.7
-8.6	3.89E-15	-8.6	1.525163891	1.53	-8.6
-8.5	3.91E-15	-8.5	1.525113913	1.53	-8.5
-8.4	3.92E-15	-8.4	1.525063934	1.53	-8.4
-8.3	3.93E-15	-8.3	1.525013956	1.53	-8.3
-8.2	3.95E-15	-8.2	1.524953977	1.52	-8.2
-8.1	3.99E-15	-8.1	1.524903998	1.52	-8.1
-8	3.98E-15	-8	1.524844018	1.52	-8
-7.9	4.00E-15	-7.9	1.524784039	1.52	-7.9
-7.8	4.02E-15	-7.8	1.52472406	1.52	-7.8
-7.7	4.04E-15	-7.7	1.52466408	1.52	-7.7
-7.6	3.94E-15	-7.6	1.5246041	1.52	-7.6
-7.5	3.95E-15	-7.5	1.52454412	1.52	-7.5
-7.4	3.96E-15	-7.4	1.52447414	1.52	-7.4
-7.3	4.02E-15	-7.3	1.52440416	1.52	-7.3
-7.2	3.59E-15	-7.2	1.52433418	1.52	-7.2
-7.1	3.63E-15	-7.1	1.5242642	1.52	-7.1
-7	3.61E-15	-7	1.524194219	1.52	-7
-6.9	3.66E-15	-6.9	1.524124238	1.52	-6.9
-6.8	3.64E-15	-6.8	1.524044258	1.52	-6.8
-6.7	3.69E-15	-6.7	1.523974277	1.52	-6.7
-6.6	3.88E-15	-6.6	1.523894296	1.52	-6.6
-6.5	3.95E-15	-6.5	1.523814315	1.52	-6.5
-6.4	3.90E-15	-6.4	1.523734334	1.52	-6.4
-6.3	3.91E-15	-6.3	1.523654352	1.52	-6.3
-6.2	3.97E-15	-6.2	1.523574371	1.52	-6.2
-6.1	3.85E-15	-6.1	1.523494389	1.52	-6.1
-6	3.84E-15	-6	1.523404408	1.52	-6
-5.9	3.83E-15	-5.9	1.523324426	1.52	-5.9
-5.8	3.88E-15	-5.8	1.523234444	1.52	-5.8
-5.7	3.87E-15	-5.7	1.523144462	1.52	-5.7
-5.6	3.93E-15	-5.6	1.52305448	1.52	-5.6
-5.5	3.99E-15	-5.5	1.522964498	1.52	-5.5
-5.4	3.95E-15	-5.4	1.522874516	1.52	-5.4
-5.3	3.55E-15	-5.3	1.522784533	1.52	-5.3
-5.2	3.60E-15	-5.2	1.522694551	1.52	-5.2
-5.1	3.54E-15	-5.1	1.522594568	1.52	-5.1
-5	3.58E-15	-5	1.522494586	1.52	-5
-4.9	3.63E-15	-4.9	1.522394603	1.52	-4.9
-4.8	3.68E-15	-4.8	1.52229462	1.52	-4.8
-4.7	3.73E-15	-4.7	1.522194637	1.52	-4.7
-4.6	3.79E-15	-4.6	1.522094654	1.52	-4.6
-4.5	3.67E-15	-4.5	1.521984671	1.52	-4.5
-4.4	3.56E-15	-4.4	1.521884688	1.52	-4.4
-4.3	3.62E-15	-4.3	1.521764705	1.52	-4.3
-4.2	3.46E-15	-4.2	1.521654722	1.52	-4.2
-4.1	3.49E-15	-4.1	1.521534738	1.52	-4.1
-4	3.52E-15	-4	1.521414755	1.52	-4
-3.9	3.60E-15	-3.9	1.521294771	1.52	-3.9
-3.8	3.64E-15	-3.8	1.521164787	1.52	-3.8
-3.7	3.67E-15	-3.7	1.521024804	1.52	-3.7
-3.6	3.68E-15	-3.6	1.52089482	1.52	-3.6
-3.5	3.78E-15	-3.5	1.520744836	1.52	-3.5
-3.4	3.43E-15	-3.4	1.520604852	1.52	-3.4
-3.3	4.01E-15	-3.3	1.520444868	1.52	-3.3
-3.2	3.96E-15	-3.2	1.520294884	1.52	-3.2
-3.1	3.87E-15	-3.1	1.5201249	1.52	-3.1
-3	3.65E-15	-3	1.519964915	1.52	-3
-2.9	3.74E-15	-2.9	1.519794931	1.52	-2.9
-2.8	3.49E-15	-2.8	1.519624946	1.52	-2.8
-2.7	3.44E-15	-2.7	1.519444962	1.52	-2.7
-2.6	3.41E-15	-2.6	1.519264977	1.52	-2.6
-2.5	3.53E-15	-2.5	1.519084993	1.52	-2.5
-2.4	3.51E-15	-2.4	1.518895008	1.52	-2.4
-2.3	3.52E-15	-2.3	1.518705023	1.52	-2.3
-2.2	3.64E-15	-2.2	1.518505038	1.52	-2.2
-2.1	3.57E-15	-2.1	1.518295053	1.52	-2.1
-2	3.54E-15	-2	1.518075068	1.52	-2
-1.9	3.53E-15	-1.9	1.517835083	1.52	-1.9
-1.8	3.51E-15	-1.8	1.517595098	1.52	-1.8
-1.7	3.77E-15	-1.7	1.517335113	1.52	-1.7
-1.6	3.86E-15	-1.6	1.517055128	1.52	-1.6
-1.5	3.90E-15	-1.5	1.516765143	1.52	-1.5
-1.4	3.80E-15	-1.4	1.516465157	1.52	-1.4
-1.3	3.63E-15	-1.3	1.516145172	1.52	-1.3
-1.2	3.51E-15	-1.2	1.515805186	1.52	-1.2
-1.1	3.57E-15	-1.1	1.515455201	1.52	-1.1
-1	3.51E-15	-1	1.515085215	1.52	-1
-0.9	3.57E-15	-0.9	1.514685229	1.51	-0.9
-0.8	3.55E-15	-0.8	1.514265244	1.51	-0.8
-0.7	3.53E-15	-0.7	1.513805258	1.51	-0.7
-0.6	3.50E-15	-0.6	1.513305272	1.51	-0.6
-0.5	3.55E-15	-0.5	1.512755286	1.51	-0.5
-0.4	3.55E-15	-0.4	1.5121253	1.51	-0.4
-0.3	3.57E-15	-0.3	1.511395314	1.51	-0.3
-0.2	3.58E-15	-0.2	1.510555328	1.51	-0.2
-0.1	3.48E-15	-0.1	1.509575342	1.51	-0.1
0	1.55E-30	0	1.50841	1.51	0
0.1	1.65272E-13	0.1	1.58149446	1.58	0.1
0.2	8.0407E-12	0.2	1.590790053	1.59	0.2
0.3	3.81452E-10	0.3	1.595184772	1.60	0.3
0.4	1.62207E-08	0.4	1.596987798	1.60	0.4
0.5	1.40781E-07	0.5	1.59494117	1.59	0.5
0.6	6.35078E-07	0.6	1.560875334	1.56	0.6
0.7	1.76235E-05	0.7	1.342820051	1.34	0.7
0.8	0.000243425	0.8	0.775854624	0.78	0.8
0.9	0.000691942	0.9	0.213978462	0.21	0.9
1	0.00126548	1	0.440366764	0.44	1
1.1	0.00237852	1.1	0.737780538	0.74	1.1
1.2	0.00295981	1.2	0.809681304	0.81	1.2
1.3	0.00341866	1.3	0.833881775	0.83	1.3
1.4	0.00387754	1.4	0.849785877	0.85	1.4
1.5	0.00436204	1.5	0.863001676	0.86	1.5
1.6	0.00489106	1.6	0.874607027	0.87	1.6
1.7	0.00548009	1.7	0.885188578	0.88	1.7
1.8	0.00613876	1.8	0.895150321	0.89	1.8
1.9	0.00687268	1.9	0.904702144	0.90	1.9
2	0.00768532	2	0.913882383	0.91	2
2.1	0.00857877	2.1	0.922602086	0.91	2.1
2.2	0.00955398	2.2	0.930790749	0.92	2.2
2.3	0.0106111	2.3	0.938581868	0.93	2.3
2.4	0.0117497	2.4	0.946187204	0.93	2.4
2.5	0.0129693	2.5	0.953753779	0.94	2.5
2.6	0.0142696	2.6	0.961345986	0.95	2.6
2.7	0.0156504	2.7	0.968919666	0.95	2.7
2.8	0.0171115	2.8	0.976366289	0.96	2.8
2.9	0.018653	2.9	0.983610512	0.96	2.9
3	0.0202752	3	0.990608624	0.97	3
3.1	0.0219782	3.1	0.997332727	0.98	3.1
3.2	0.0237623	3.2	1.003798111	0.98	3.2
3.3	0.0256276	3.3	1.010058326	0.98	3.3
3.4	0.0275744	3.4	1.016191662	0.99	3.4
3.5	0.0296028	3.5	1.022282669	0.99	3.5
3.6	0.0317128	3.6	1.028383269	1.00	3.6
3.7	0.0339047	3.7	1.034499012	1.00	3.7
3.8	0.0361783	3.8	1.040607452	1.00	3.8
3.9	0.0385336	3.9	1.046702323	1.01	3.9
4	0.0409708	4	1.052797995	1.01	4
4.1	0.0434896	4.1	1.058917019	1.02	4.1
4.2	0.04609	4.2	1.065065762	1.02	4.2
4.3	0.048772	4.3	1.071229778	1.02	4.3
4.4	0.0515354	4.4	1.077378249	1.03	4.4
4.5	0.0543802	4.5	1.083478729	1.03	4.5
4.6	0.0573063	4.6	1.089510401	1.03	4.6
4.7	0.0603135	4.7	1.095471632	1.04	4.7
4.8	0.0634017	4.8	1.101367608	1.04	4.8
4.9	0.0665709	4.9	1.10720388	1.04	4.9
5	0.069821	5	1.112981447	1.04	5
5.1	0.0731518	5.1	1.118706495	1.05	5.1
5.2	0.0765633	5.2	1.124394575	1.05	5.2
5.3	0.0800554	5.3	1.130074502	1.05	5.3
5.4	0.0836278	5.4	1.13577383	1.05	5.4
5.5	0.0872806	5.5	1.141518374	1.05	5.5
5.6	0.0910137	5.6	1.147308686	1.06	5.6
5.7	0.0948268	5.7	1.153164765	1.06	5.7
5.8	0.0987198	5.8	1.159036613	1.06	5.8
5.9	0.102693	5.9	1.164914597	1.06	5.9
6	0.106745	6	1.1707589	1.06	6
6.1	0.110878	6.1	1.17654934	1.07	6.1
6.2	0.115089	6.2	1.182296284	1.07	6.2
6.3	0.11938	6.3	1.188029916	1.07	6.3
6.4	0.12375	6.4	1.193760235	1.07	6.4
6.5	0.1282	6.5	1.199507427	1.07	6.5
6.6	0.132728	6.6	1.205281307	1.07	6.6
6.7	0.137334	6.7	1.211072427	1.07	6.7
6.8	0.142019	6.8	1.216880603	1.07	6.8
6.9	0.146783	6.9	1.222705834	1.08	6.9
7	0.151625	7	1.22853849	1.08	7
7.1	0.156544	7.1	1.23437857	1.08	7.1
7.2	0.161542	7.2	1.24024589	1.08	7.2
7.3	0.166617	7.3	1.246140817	1.08	7.3
7.4	0.17177	7.4	1.252063353	1.08	7.4
7.5	0.177	7.5	1.258033681	1.08	7.5
7.6	0.182307	7.6	1.264021617	1.08	7.6
7.7	0.187691	7.7	1.270007345	1.08	7.7
7.8	0.193152	7.8	1.275990864	1.08	7.8
7.9	0.19869	7.9	1.28193236	1.08	7.9
8	0.204303	8	1.287841832	1.08	8
8.1	0.209993	8.1	1.29371928	1.08	8.1
8.2	0.215759	8.2	1.299564704	1.08	8.2
8.3	0.2216	8.3	1.305378472	1.08	8.3
8.4	0.227517	8.4	1.311190215	1.08	8.4
8.5	0.23351	8.5	1.316990303	1.08	8.5
8.6	0.239577	8.6	1.322798551	1.08	8.6
8.7	0.24572	8.7	1.328615143	1.08	8.7
8.8	0.251937	8.8	1.334440079	1.08	8.8
8.9	0.258229	8.9	1.340293358	1.08	8.9
9	0.264594	9	1.346165166	1.08	9
9.1	0.271035	9.1	1.352065318	1.08	9.1
9.2	0.277548	9.2	1.357993998	1.08	9.2
9.3	0.284136	9.3	1.363951206	1.08	9.3
9.4	0.290797	9.4	1.369947126	1.08	9.4
9.5	0.297531	9.5	1.375971574	1.08	9.5
9.6	0.304338	9.6	1.382014549	1.08	9.6
9.7	0.311218	9.7	1.388046237	1.08	9.7
9.8	0.318171	9.8	1.394076637	1.08	9.8
9.9	0.325195	9.9	1.400075749	1.07	9.9
10	0.332292	10	1.406073573	1.07	10
10.1	0.339461	10.1	1.412050109	1.07	10.1
10.2	0.346701	10.2	1.418015541	1.07	10.2
10.3	0.354013	10.3	1.423979684	1.07	10.3
10.4	0.361396	10.4	1.429952724	1.07	10.4
10.5	0.36885	10.5	1.43593466	1.07	10.5
10.6	0.376374	10.6	1.441915492	1.07	10.6
10.7	0.383969	10.7	1.447895404	1.06	10.7
10.8	0.391634	10.8	1.453884028	1.06	10.8
10.9	0.399369	10.9	1.459871732	1.06	10.9
11	0.407174	11	1.465868331	1.06	11
11.1	0.415049	11.1	1.471863827	1.06	11.1
11.2	0.422992	11.2	1.477878587	1.05	11.2
11.3	0.431005	11.3	1.483902243	1.05	11.3
11.4	0.439086	11.4	1.489954979	1.05	11.4
11.5	0.447236	11.5	1.496016795	1.05	11.5
11.6	0.455455	11.6	1.502097691	1.05	11.6
11.7	0.463741	11.7	1.508177667	1.04	11.7
11.8	0.472095	11.8	1.514276722	1.04	11.8
11.9	0.480517	11.9	1.520375042	1.04	11.9
12	0.489006	12	1.526482442	1.04	12
12.1	0.497562	12.1	1.532608922	1.04	12.1
12.2	0.506185	12.2	1.538764666	1.03	12.2
12.3	0.514875	12.3	1.544939674	1.03	12.3
12.4	0.523631	12.4	1.551143762	1.03	12.4
12.5	0.532453	12.5	1.557387114	1.02	12.5
12.6	0.541341	12.6	1.563669914	1.02	12.6
12.7	0.550295	12.7	1.569991793	1.02	12.7
12.8	0.559314	12.8	1.576352937	1.02	12.8
12.9	0.568399	12.9	1.582763345	1.01	12.9
13	0.577548	13	1.589213017	1.01	13
13.1	0.586763	13.1	1.595701953	1.01	13.1
13.2	0.596041	13.2	1.602220337	1.01	13.2
13.3	0.605385	13.3	1.608777985	1.00	13.3
13.4	0.614792	13.4	1.615374897	1.00	13.4
13.5	0.624263	13.5	1.622001257	1.00	13.5
13.6	0.633798	13.6	1.62867688	0.99	13.6
13.7	0.643396	13.7	1.635391952	0.99	13.7
13.8	0.653058	13.8	1.642156288	0.99	13.8
13.9	0.662783	13.9	1.648970072	0.99	13.9
14	0.67257	14	1.655843304	0.98	14
14.1	0.68242	14.1	1.662775984	0.98	14.1
14.2	0.692333	14.2	1.669767928	0.98	14.2
14.3	0.702308	14.3	1.67681932	0.97	14.3
14.4	0.712345	14.4	1.68393016	0.97	14.4
14.5	0.722444	14.5	1.691090448	0.97	14.5
14.6	0.732605	14.6	1.698310183	0.97	14.6
14.7	0.742828	14.7	1.705569367	0.96	14.7
14.8	0.753111	14.8	1.712887999	0.96	14.8
14.9	0.763456	14.9	1.720236079	0.96	14.9
15	0.773863	15	1.727643791	0.95	15
15.1	0.78433	15.1	1.735080767	0.95	15.1
15.2	0.794858	15.2	1.742577375	0.95	15.2
15.3	0.805446	15.3	1.750103431	0.94	15.3
15.4	0.816095	15.4	1.757678935	0.94	15.4
15.5	0.826804	15.5	1.765304071	0.94	15.5
15.6	0.837574	15.6	1.772968655	0.94	15.6
15.7	0.848403	15.7	1.780682871	0.93	15.7
15.8	0.859292	15.8	1.788446534	0.93	15.8
15.9	0.870241	15.9	1.796259646	0.93	15.9
16	0.88125	16	1.804112574	0.92	16
16.1	0.892318	16.1	1.812024766	0.92	16.1
16.2	0.903446	16.2	1.81999659	0.92	16.2
16.3	0.914632	16.3	1.828018046	0.91	16.3
16.4	0.925878	16.4	1.836099134	0.91	16.4
16.5	0.937183	16.5	1.84423967	0.91	16.5
16.6	0.948547	16.6	1.852449838	0.90	16.6
16.7	0.959969	16.7	1.860729454	0.90	16.7
16.8	0.971451	16.8	1.869068886	0.90	16.8
16.9	0.98299	16.9	1.877487766	0.89	16.9
17	0.994588	17	1.885986277	0.89	17
17.1	1.00624	17.1	1.894544421	0.89	17.1
17.2	1.01796	17.2	1.903192197	0.89	17.2
17.3	1.02973	17.3	1.911899421	0.88	17.3
17.4	1.04156	17.4	1.920696461	0.88	17.4
17.5	1.05345	17.5	1.929563133	0.88	17.5
17.6	1.0654	17.6	1.938499253	0.87	17.6
17.7	1.0774	17.7	1.947505189	0.87	17.7
17.8	1.08946	17.8	1.956580757	0.87	17.8
17.9	1.10158	17.9	1.965715773	0.86	17.9
18	1.11376	18	1.974930605	0.86	18
18.1	1.12599	18.1	1.984195069	0.86	18.1
18.2	1.13829	18.2	1.993529165	0.86	18.2
18.3	1.15063	18.3	2.002912892	0.85	18.3
18.4	1.16304	18.4	2.012356436	0.85	18.4
18.5	1.1755	18.5	2.021859428	0.85	18.5
18.6	1.18802	18.6	2.031422236	0.84	18.6
18.7	1.2006	18.7	2.041024676	0.84	18.7
18.8	1.21323	18.8	2.050686748	0.84	18.8
18.9	1.22592	18.9	2.060398636	0.83	18.9
19	1.23866	19	2.070170156	0.83	19
19.1	1.25147	19.1	2.079981308	0.83	19.1
19.2	1.26432	19.2	2.089842092	0.83	19.2
19.3	1.27724	19.3	2.099762692	0.82	19.3
19.4	1.29021	19.4	2.109722924	0.82	19.4
19.5	1.30323	19.5	2.119742972	0.82	19.5
19.6	1.31632	19.6	2.129812652	0.81	19.6
19.7	1.32945	19.7	2.139931963	0.81	19.7
19.8	1.34265	19.8	2.150101091	0.81	19.8
19.9	1.3559	19.9	2.160329851	0.80	19.9
20	1.3692	20	2.170608427	0.80	20
