100 nm


lambda, Y
580, 0.206777
585, 0.21248
590, 0.219431
595, 0.228084
600, 0.239202
605, 0.253473
610, 0.270097
615, 0.285941
620, 0.296836
625, 0.297522
630, 0.281889
635, 0.251758
640, 0.2204
645, 0.194033
650, 0.173434
655, 0.157784
660, 0.148544
665, 0.143104
670, 0.136806
675, 0.128895
680, 0.123922
685, 0.123696
690, 0.127984
695, 0.13687
700, 0.151481
705, 0.174063
710, 0.205741
715, 0.232575
720, 0.216268
725, 0.17303
730, 0.145803
735, 0.134504
740, 0.13055
745, 0.129637
750, 0.129953
755, 0.130338
760, 0.130797
765, 0.131486
770, 0.132271
775, 0.134049
780, 0.136868
785, 0.142342
790, 0.157211
795, 0.17785
800, 0.184319
805, 0.172308
810, 0.171503
815, 0.183208
820, 0.200632
825, 0.220446
830, 0.241178
835, 0.261672
840, 0.280179
845, 0.292782
850, 0.29609
855, 0.298477
860, 0.30266
865, 0.302865
870, 0.292928
875, 0.270639
880, 0.25098
885, 0.243728
890, 0.241217
895, 0.238266
900, 0.233727
905, 0.227387
910, 0.21954
915, 0.211934
920, 0.205366
925, 0.199137
930, 0.192465
935, 0.185235
940, 0.17844
945, 0.172003
950, 0.165128
955, 0.158914
960, 0.153084
965, 0.14693
970, 0.141825
975, 0.13647
980, 0.131826
985, 0.127389
990, 0.123153
995, 0.119416
1000, 0.115674
1005, 0.112421
1010, 0.10921
1015, 0.106191
1020, 0.103496
1025, 0.100589
1030, 0.0986199
1035, 0.0964388
1040, 0.0948936
1045, 0.09332
1050, 0.0914182
1055, 0.090059
1060, 0.0884299
1065, 0.086628
1070, 0.0853023
1075, 0.083939
1080, 0.0827015
1085, 0.0827118
1090, 0.0840629
1095, 0.0855582
1100, 0.0868011
1105, 0.0888469
1110, 0.0929606
1115, 0.099467
1120, 0.106343
1125, 0.110806
1130, 0.112647
1135, 0.113128
1140, 0.113147
1145, 0.113131
1150, 0.113321
1155, 0.113818
1160, 0.114517
1165, 0.115244
1170, 0.116002
1175, 0.116879
1180, 0.117915
1185, 0.119108
1190, 0.12045
1195, 0.121937
1200, 0.123564
1205, 0.125317
1210, 0.127181
1215, 0.129176
1220, 0.131372
1225, 0.133838
1230, 0.136608
1235, 0.139701
1240, 0.143135
1245, 0.146925
1250, 0.151081
1255, 0.155612
1260, 0.160555
1265, 0.165993
1270, 0.172013
1275, 0.178655
1280, 0.185913
1285, 0.193689
1290, 0.201714
1295, 0.209448
1300, 0.216062
1305, 0.220498
1310, 0.221625
1315, 0.218681
1320, 0.211783
1325, 0.201941
1330, 0.190491
1335, 0.178437
1340, 0.166454
1345, 0.155254
1350, 0.1457
1355, 0.138366
1360, 0.133065
1365, 0.128994
1370, 0.125529
1375, 0.122818
1380, 0.121411
1385, 0.121235
1390, 0.121408
1395, 0.121354
1400, 0.121691
1405, 0.123202
1410, 0.125305
1415, 0.12685
1420, 0.128311
1425, 0.131119
1430, 0.134709
1435, 0.137406
1440, 0.140164
1445, 0.145072
1450, 0.150554
1455, 0.154625
1460, 0.160606
1465, 0.170551
1470, 0.179763
1475, 0.189967
1480, 0.214998
1485, 0.289996
1490, 0.321565
1495, 0.32027
1500, 0.391689
1505, 0.383485
1510, 0.31689
1515, 0.275162
1520, 0.252823
1525, 0.235339
1530, 0.22609
1535, 0.220485
1540, 0.214692
1545, 0.213346
1550, 0.210991
1555, 0.206721
1560, 0.20346
1565, 0.196177
1570, 0.188936
1575, 0.181278
1580, 0.171445
1585, 0.163831
1590, 0.1544
1595, 0.14624
1600, 0.138669

425nm


lambda, Y
300, 0.258217
305, 0.253447
310, 0.24921
315, 0.24583
320, 0.242794
325, 0.240519
330, 0.238416
335, 0.236496
340, 0.235029
345, 0.234198
350, 0.233578
355, 0.233634
360, 0.233742
365, 0.232746
370, 0.23045
375, 0.227764
380, 0.225415
385, 0.224414
390, 0.224188
395, 0.222634
400, 0.222336
405, 0.226386
410, 0.230017
415, 0.229457
420, 0.227448
425, 0.232679
430, 0.248526
435, 0.25491
440, 0.263517
445, 0.265173
450, 0.256022
455, 0.242885
460, 0.235214
465, 0.234848
470, 0.238433
475, 0.243336
480, 0.248197
485, 0.253407
490, 0.258376
495, 0.261656
500, 0.25916
505, 0.244812
510, 0.227421
515, 0.22807
520, 0.238267
525, 0.242557
530, 0.235662
535, 0.22321
540, 0.213643
545, 0.208697
550, 0.206723
555, 0.206096
560, 0.205787
565, 0.205349
570, 0.205332
575, 0.20597
580, 0.207445
585, 0.210299
590, 0.214799
595, 0.220755
600, 0.228294
605, 0.237912
610, 0.24985
615, 0.263497
620, 0.278109
625, 0.292637
630, 0.303471
635, 0.303251
640, 0.288978
645, 0.265304
650, 0.236907
655, 0.205643
660, 0.178457
665, 0.161821
670, 0.158837
675, 0.15743
680, 0.148507
685, 0.139457
690, 0.135102
695, 0.136373
700, 0.143857
705, 0.159676
710, 0.187497
715, 0.227082
720, 0.249457
725, 0.219398
730, 0.178694
735, 0.154791
740, 0.143675
745, 0.139115
750, 0.137312
755, 0.136253
760, 0.135694
765, 0.134881
770, 0.133941
775, 0.13315
780, 0.132921
785, 0.133924
790, 0.141443
795, 0.157534
800, 0.171359
805, 0.165425
810, 0.158829
815, 0.161741
820, 0.171212
825, 0.184974
830, 0.202273
835, 0.22269
840, 0.246099
845, 0.269433
850, 0.286099
855, 0.300328
860, 0.318194
865, 0.335934
870, 0.343725
875, 0.329294
880, 0.305354
885, 0.294066
890, 0.292086
895, 0.291821
900, 0.289969
905, 0.285328
910, 0.277084
915, 0.26798
920, 0.260695
925, 0.253791
930, 0.245913
935, 0.237481
940, 0.229539
945, 0.221185
950, 0.212317
955, 0.204492
960, 0.196273
965, 0.188183
970, 0.181074
975, 0.173339
980, 0.166943
985, 0.160045
990, 0.154191
995, 0.148124
1000, 0.142905
1005, 0.137499
1010, 0.132988
1015, 0.12804
1020, 0.124116
1025, 0.119584
1030, 0.116144
1035, 0.112804
1040, 0.109747
1045, 0.107352
1050, 0.104401
1055, 0.101894
1060, 0.0995902
1065, 0.0967462
1070, 0.0941544
1075, 0.0916966
1080, 0.0888588
1085, 0.0865787
1090, 0.0857929
1095, 0.0857024
1100, 0.0852212
1105, 0.0848026
1110, 0.0858721
1115, 0.0897998
1120, 0.0961633
1125, 0.10233
1130, 0.106651
1135, 0.109388
1140, 0.111209
1145, 0.11256
1150, 0.113765
1155, 0.115091
1160, 0.116634
1165, 0.118269
1170, 0.1199
1175, 0.121561
1180, 0.123304
1185, 0.125147
1190, 0.127099
1195, 0.12916
1200, 0.131334
1205, 0.133624
1210, 0.13602
1215, 0.138523
1220, 0.141162
1225, 0.14398
1230, 0.147009
1235, 0.150272
1240, 0.15378
1245, 0.157543
1250, 0.161564
1255, 0.165851
1260, 0.170441
1265, 0.175429
1270, 0.180933
1275, 0.187073
1280, 0.193958
1285, 0.201654
1290, 0.210109
1295, 0.219075
1300, 0.22811
1305, 0.23664
1310, 0.244048
1315, 0.24974
1320, 0.253082
1325, 0.253185
1330, 0.24888
1335, 0.239346
1340, 0.225106
1345, 0.20831
1350, 0.191532
1355, 0.176204
1360, 0.162434
1365, 0.150125
1370, 0.139755
1375, 0.131909
1380, 0.12642
1385, 0.122376
1390, 0.119026
1395, 0.116455
1400, 0.115187
1405, 0.115109
1410, 0.115283
1415, 0.115243
1420, 0.115874
1425, 0.117814
1430, 0.119833
1435, 0.121026
1440, 0.123108
1445, 0.127
1450, 0.130166
1455, 0.132315
1460, 0.137365
1465, 0.144182
1470, 0.148027
1475, 0.154604
1480, 0.171365
1485, 0.213898
1490, 0.310344
1495, 0.298064
1500, 0.436682
1505, 0.518907
1510, 0.45498
1515, 0.396736
1520, 0.357767
1525, 0.331951
1530, 0.31871
1535, 0.308074
1540, 0.302331
1545, 0.301955
1550, 0.300183
1555, 0.298965
1560, 0.295601
1565, 0.287749
1570, 0.279183
1575, 0.267525
1580, 0.254962
1585, 0.242886
1590, 0.229516
1595, 0.217903
1600, 0.206065

