100 nm


lambda, Y
1390, 0.0094354
1395, 0.00927843
1400, 0.00902747
1405, 0.00883775
1410, 0.00880851
1415, 0.008778
1420, 0.00863806
1425, 0.00856437
1430, 0.00865432
1435, 0.00871541
1440, 0.00869582
1445, 0.00881663
1450, 0.00908855
1455, 0.00931419
1460, 0.0095806
1465, 0.0101513
1470, 0.0109984
1475, 0.0119869
1480, 0.0139109
1485, 0.0191548
1490, 0.0150753
1495, 0.0186658
1500, 0.0230963
1505, 0.0244749
1510, 0.0228912
1515, 0.022753
1520, 0.0238844
1525, 0.0256721
1530, 0.0277764
1535, 0.0292199
1540, 0.0298604
1545, 0.0292934
1550, 0.0277593
1555, 0.0257012
1560, 0.0232358
1565, 0.0209502
1570, 0.0187134
1575, 0.0167617
1580, 0.0151023
1585, 0.0135843
1590, 0.0124043
1595, 0.0113033
1600, 0.0104225

400 nm


lambda, Y
300, 0.20048
305, 0.198528
310, 0.20281
315, 0.201123
320, 0.208775
325, 0.207517
330, 0.214034
335, 0.220739
340, 0.226891
345, 0.227719
350, 0.235365
355, 0.237771
360, 0.240706
365, 0.24472
370, 0.251686
375, 0.258194
380, 0.264987
385, 0.267668
390, 0.269753
395, 0.276466
400, 0.279149
405, 0.27002
410, 0.263834
415, 0.26682
420, 0.277019
425, 0.28367
430, 0.247296
435, 0.243098
440, 0.238524
445, 0.244257
450, 0.249527
455, 0.247313
460, 0.240466
465, 0.232987
470, 0.226717
475, 0.222827
480, 0.222914
485, 0.227285
490, 0.235536
495, 0.250213
500, 0.272502
505, 0.288322
510, 0.277891
515, 0.265247
520, 0.267793
525, 0.268296
530, 0.250765
535, 0.22658
540, 0.20573
545, 0.189668
550, 0.177449
555, 0.168119
560, 0.160819
565, 0.15493
570, 0.150607
575, 0.14798
580, 0.147657
585, 0.1489
590, 0.151308
595, 0.155217
600, 0.160526
605, 0.167502
610, 0.177128
615, 0.189567
620, 0.202566
625, 0.212104
630, 0.213273
635, 0.202202
640, 0.183691
645, 0.1654
650, 0.148283
655, 0.13451
660, 0.122811
665, 0.114418
670, 0.108996
675, 0.105396
680, 0.103545
685, 0.103766
690, 0.106546
695, 0.112931
700, 0.125004
705, 0.146495
710, 0.181471
715, 0.218713
720, 0.210047
725, 0.159474
730, 0.119721
735, 0.0977478
740, 0.0859645
745, 0.0795899
750, 0.075664
755, 0.0731157
760, 0.071447
765, 0.0700496
770, 0.06901
775, 0.0678737
780, 0.0664055
785, 0.0625389
790, 0.0581178
795, 0.0562383
800, 0.0556061
805, 0.0558701
810, 0.0564417
815, 0.0569807
820, 0.0573385
825, 0.0574683
830, 0.0574483
835, 0.057444
840, 0.0577264
845, 0.0583965
850, 0.0579702
855, 0.0555923
860, 0.0535826
865, 0.0529745
870, 0.0535421
875, 0.0528559
880, 0.0481809
885, 0.0423675
890, 0.0379701
895, 0.0349476
900, 0.0327975
905, 0.0311362
910, 0.0294476
915, 0.0272861
920, 0.0252308
925, 0.0234746
930, 0.022007
935, 0.0210462
940, 0.0201922
945, 0.0191893
950, 0.0185884
955, 0.0179898
960, 0.0172704
965, 0.016993
970, 0.0163957
975, 0.0160815
980, 0.0156562
985, 0.0152911
990, 0.0150216
995, 0.0146996
1000, 0.0145172
1005, 0.0143238
1010, 0.0142001
1015, 0.0142651
1020, 0.0142829
1025, 0.0146807
1030, 0.014687
1035, 0.0146198
1040, 0.0143649
1045, 0.0140731
1050, 0.0141402
1055, 0.0142324
1060, 0.014503
1065, 0.0152188
1070, 0.0162668
1075, 0.0178871
1080, 0.0204325
1085, 0.0235181
1090, 0.0259281
1095, 0.0271333
1100, 0.0284286
1105, 0.0312312
1110, 0.035697
1115, 0.0399017
1120, 0.040583
1125, 0.037279
1130, 0.0325685
1135, 0.0283745
1140, 0.0252034
1145, 0.0229714
1150, 0.021468
1155, 0.0204507
1160, 0.0196452
1165, 0.0188679
1170, 0.0181307
1175, 0.017506
1180, 0.0170213
1185, 0.0166703
1190, 0.016439
1195, 0.0163165
1200, 0.0162951
1205, 0.0163634
1210, 0.0164939
1215, 0.0166499
1220, 0.0168233
1225, 0.017044
1230, 0.0173473
1235, 0.0177608
1240, 0.018309
1245, 0.0190175
1250, 0.019902
1255, 0.0209414
1260, 0.0220741
1265, 0.0232644
1270, 0.0245565
1275, 0.0260232
1280, 0.027713
1285, 0.0296378
1290, 0.0317564
1295, 0.0339302
1300, 0.0359237
1305, 0.0374888
1310, 0.0383844
1315, 0.0383529
1320, 0.0372409
1325, 0.0351557
1330, 0.0324457
1335, 0.0294877
1340, 0.0265047
1345, 0.0235852
1350, 0.0208447
1355, 0.0184673
1360, 0.0165693
1365, 0.0150757
1370, 0.0137958
1375, 0.012629
1380, 0.0116511
1385, 0.0109518
1390, 0.0104474
1395, 0.00995742
1400, 0.00946424
1405, 0.0091245
1410, 0.00896991
1415, 0.00881206
1420, 0.00858138
1425, 0.00847183
1430, 0.0085457
1435, 0.00858274
1440, 0.00854769
1445, 0.00870369
1450, 0.00904701
1455, 0.00930748
1460, 0.00962326
1465, 0.0103852
1470, 0.0114374
1475, 0.0125616
1480, 0.0150951
1485, 0.0233235
1490, 0.0203546
1495, 0.0244087
1500, 0.0327162
1505, 0.033057
1510, 0.0274928
1515, 0.0251891
1520, 0.0249546
1525, 0.0257314
1530, 0.0269978
1535, 0.0277108
1540, 0.0278884
1545, 0.0269511
1550, 0.0252676
1555, 0.0230506
1560, 0.0204447
1565, 0.0181241
1570, 0.0157448
1575, 0.0138323
1580, 0.0121363
1585, 0.0106434
1590, 0.0095521
1595, 0.00844207
1600, 0.00769869

425 nm


lambda, Y
300, 0.215533
305, 0.213119
310, 0.215387
315, 0.212005
320, 0.216862
325, 0.214169
330, 0.218945
335, 0.223652
340, 0.229127
345, 0.230813
350, 0.238393
355, 0.242277
360, 0.24797
365, 0.255035
370, 0.265534
375, 0.274849
380, 0.282933
385, 0.286677
390, 0.288485
395, 0.293592
400, 0.297628
405, 0.290141
410, 0.28033
415, 0.278582
420, 0.286014
425, 0.296307
430, 0.266928
435, 0.261464
440, 0.249909
445, 0.247089
450, 0.253538
455, 0.261564
460, 0.263032
465, 0.258562
470, 0.251645
475, 0.244723
480, 0.239744
485, 0.239087
490, 0.242684
495, 0.251143
500, 0.267311
505, 0.288223
510, 0.290477
515, 0.273156
520, 0.264208
525, 0.265723
530, 0.263963
535, 0.250482
540, 0.23082
545, 0.212272
550, 0.196949
555, 0.184576
560, 0.174373
565, 0.165246
570, 0.157309
575, 0.151167
580, 0.147039
585, 0.144339
590, 0.143052
595, 0.143479
600, 0.145515
605, 0.149046
610, 0.15412
615, 0.160726
620, 0.168623
625, 0.177692
630, 0.187883
635, 0.196294
640, 0.197686
645, 0.192001
650, 0.179684
655, 0.165136
660, 0.148604
665, 0.133486
670, 0.121024
675, 0.112274
680, 0.106968
685, 0.104115
690, 0.103542
695, 0.105899
700, 0.112589
705, 0.126337
710, 0.151906
715, 0.190508
720, 0.21501
725, 0.18551
730, 0.140819
735, 0.1112
740, 0.0943926
745, 0.0850098
750, 0.0791055
755, 0.0750689
760, 0.0723298
765, 0.0698925
770, 0.0680249
775, 0.0659324
780, 0.0637161
785, 0.0593001
790, 0.054704
795, 0.0531563
800, 0.0534493
805, 0.0538324
810, 0.0536147
815, 0.0535014
820, 0.0536235
825, 0.0539288
830, 0.054563
835, 0.055604
840, 0.0573825
845, 0.0600209
850, 0.0615361
855, 0.0606911
860, 0.0602269
865, 0.0614485
870, 0.0639009
875, 0.0638436
880, 0.0578795
885, 0.0505866
890, 0.0452978
895, 0.0417713
900, 0.039286
905, 0.0373608
910, 0.0352599
915, 0.0323882
920, 0.0296371
925, 0.027329
930, 0.0253912
935, 0.0240537
940, 0.022891
945, 0.0215639
950, 0.020688
955, 0.0198656
960, 0.0188796
965, 0.0184089
970, 0.0175972
975, 0.0171019
980, 0.0165398
985, 0.0160111
990, 0.0156459
995, 0.0151757
1000, 0.0149142
1005, 0.014588
1010, 0.0143739
1015, 0.014315
1020, 0.0141851
1025, 0.014464
1030, 0.0143239
1035, 0.0142491
1040, 0.013969
1045, 0.0136258
1050, 0.0136614
1055, 0.0136349
1060, 0.0137475
1065, 0.0142865
1070, 0.0150355
1075, 0.0162139
1080, 0.0182028
1085, 0.0206632
1090, 0.0225845
1095, 0.0235449
1100, 0.024562
1105, 0.0267561
1110, 0.0303145
1115, 0.0338759
1120, 0.0349061
1125, 0.0327575
1130, 0.0292532
1135, 0.0259577
1140, 0.0233751
1145, 0.021504
1150, 0.020211
1155, 0.0193234
1160, 0.0186347
1165, 0.0179924
1170, 0.0173863
1175, 0.016863
1180, 0.0164429
1185, 0.0161213
1190, 0.0158868
1195, 0.015728
1200, 0.0156366
1205, 0.0156056
1210, 0.015626
1215, 0.0156863
1220, 0.0157807
1225, 0.0159149
1230, 0.016099
1235, 0.016344
1240, 0.0166626
1245, 0.0170691
1250, 0.0175753
1255, 0.0181786
1260, 0.0188578
1265, 0.0195992
1270, 0.0204204
1275, 0.0213526
1280, 0.0224205
1285, 0.0236449
1290, 0.0250426
1295, 0.0266095
1300, 0.0283101
1305, 0.0300976
1310, 0.0318894
1315, 0.0335003
1320, 0.0346598
1325, 0.0351317
1330, 0.0348192
1335, 0.0337437
1340, 0.0319284
1345, 0.0294121
1350, 0.0264261
1355, 0.0234101
1360, 0.0207293
1365, 0.0184403
1370, 0.016407
1375, 0.0145824
1380, 0.0130709
1385, 0.0119319
1390, 0.0110479
1395, 0.0102585
1400, 0.00955635
1405, 0.00904355
1410, 0.00871835
1415, 0.00843817
1420, 0.00814477
1425, 0.00796464
1430, 0.0079553
1435, 0.00795664
1440, 0.00790846
1445, 0.00802368
1450, 0.00834052
1455, 0.00859508
1460, 0.00889521
1465, 0.00966319
1470, 0.0106693
1475, 0.0116973
1480, 0.0142558
1485, 0.022279
1490, 0.0236967
1495, 0.0275187
1500, 0.0436253
1505, 0.0503177
1510, 0.041698
1515, 0.0369247
1520, 0.0352216
1525, 0.0356271
1530, 0.0368597
1535, 0.0372718
1540, 0.0372987
1545, 0.035817
1550, 0.0333567
1555, 0.0301975
1560, 0.0264236
1565, 0.0229736
1570, 0.019545
1575, 0.0166969
1580, 0.0142547
1585, 0.0121651
1590, 0.0105728
1595, 0.00913443
1600, 0.00807205

