100 nm


lambda, Y
1335, 0.0149418
1340, 0.0137572
1345, 0.0128363
1350, 0.0121405
1355, 0.0116097
1360, 0.0111949
1365, 0.0108893
1370, 0.0107064
1375, 0.0106289
1380, 0.0106057
1385, 0.010617
1390, 0.0107014
1395, 0.0108753
1400, 0.0110814
1405, 0.011288
1410, 0.0115659
1415, 0.0119498
1420, 0.0123442
1425, 0.0127289
1430, 0.0132556
1435, 0.0139203
1440, 0.014539
1445, 0.0152478
1450, 0.0163076
1455, 0.0174475
1460, 0.0185846
1465, 0.0204537
1470, 0.0230194
1475, 0.0257929
1480, 0.0314716
1485, 0.0488236
1490, 0.0466874
1495, 0.0493638
1500, 0.0635975
1505, 0.0672051
1510, 0.0595999
1515, 0.055022
1520, 0.0532983
1525, 0.0527911
1530, 0.0541055
1535, 0.0549128
1540, 0.0552687
1545, 0.0553616
1550, 0.0542806
1555, 0.0531016
1560, 0.0516109
1565, 0.0498485
1570, 0.0484446
1575, 0.0468209
1580, 0.0454806
1585, 0.0442602
1590, 0.0429941
1595, 0.0420848
1600, 0.0410089

400 nm


lambda, Y
300, 0.269319
305, 0.26425
310, 0.260947
315, 0.258953
320, 0.258162
325, 0.258311
330, 0.259272
335, 0.260723
340, 0.26243
345, 0.264258
350, 0.266333
355, 0.26896
360, 0.272251
365, 0.275118
370, 0.27583
375, 0.274104
380, 0.270906
385, 0.268009
390, 0.262466
395, 0.255965
400, 0.254962
405, 0.255571
410, 0.248803
415, 0.238253
420, 0.230879
425, 0.239846
430, 0.254263
435, 0.251902
440, 0.250306
445, 0.236644
450, 0.214699
455, 0.198678
460, 0.191443
465, 0.18904
470, 0.188744
475, 0.189557
480, 0.190702
485, 0.190931
490, 0.189367
495, 0.184174
500, 0.169652
505, 0.142116
510, 0.120492
515, 0.117669
520, 0.118099
525, 0.109055
530, 0.0952219
535, 0.0849802
540, 0.078822
545, 0.0748445
550, 0.071775
555, 0.0690006
560, 0.0662958
565, 0.0636186
570, 0.0609712
575, 0.058523
580, 0.0563932
585, 0.0546514
590, 0.0534761
595, 0.0532255
600, 0.0544252
605, 0.0575536
610, 0.0623625
615, 0.0675158
620, 0.0716366
625, 0.0734867
630, 0.070494
635, 0.0598553
640, 0.0464712
645, 0.0359686
650, 0.0286997
655, 0.0235115
660, 0.0195025
665, 0.016266
670, 0.0141398
675, 0.0133359
680, 0.0131648
685, 0.0131478
690, 0.0132102
695, 0.0133964
700, 0.0137802
705, 0.0144501
710, 0.0154091
715, 0.0160457
720, 0.0150074
725, 0.0132146
730, 0.0122306
735, 0.0119196
740, 0.0119332
745, 0.0121133
750, 0.012402
755, 0.0128079
760, 0.0133813
765, 0.0142075
770, 0.0154743
775, 0.017512
780, 0.0210254
785, 0.0272219
790, 0.0372199
795, 0.0541909
800, 0.0665182
805, 0.0557857
810, 0.0413922
815, 0.0335248
820, 0.0301987
825, 0.0294866
830, 0.0306145
835, 0.033599
840, 0.0390216
845, 0.0464452
850, 0.049587
855, 0.0469596
860, 0.0476897
865, 0.0545455
870, 0.0659225
875, 0.0718064
880, 0.061413
885, 0.0460927
890, 0.0356909
895, 0.0299901
900, 0.0272995
905, 0.0265688
910, 0.026305
915, 0.0243573
920, 0.0216167
925, 0.0195617
930, 0.0181997
935, 0.0172493
940, 0.0165417
945, 0.0159954
950, 0.0155482
955, 0.0151798
960, 0.0148898
965, 0.014629
970, 0.0143683
975, 0.0141065
980, 0.013878
985, 0.0137056
990, 0.0135672
995, 0.0134894
1000, 0.0134513
1005, 0.0134958
1010, 0.0136215
1015, 0.0138926
1020, 0.0143242
1025, 0.0148367
1030, 0.0150929
1035, 0.0148908
1040, 0.0145926
1045, 0.0144442
1050, 0.014506
1055, 0.0147931
1060, 0.0153015
1065, 0.0161161
1070, 0.0173817
1075, 0.0192735
1080, 0.0219549
1085, 0.0251437
1090, 0.0276642
1095, 0.0287921
1100, 0.0296337
1105, 0.0314548
1110, 0.0342141
1115, 0.0361711
1120, 0.0351222
1125, 0.0314685
1130, 0.027453
1135, 0.0243236
1140, 0.0222049
1145, 0.0208745
1150, 0.0200928
1155, 0.0196346
1160, 0.0192815
1165, 0.0189352
1170, 0.0186548
1175, 0.018507
1180, 0.0185009
1185, 0.0186196
1190, 0.0188468
1195, 0.0191741
1200, 0.0195982
1205, 0.0201114
1210, 0.0206882
1215, 0.0212948
1220, 0.0219321
1225, 0.0226401
1230, 0.023462
1235, 0.0244299
1240, 0.0255708
1245, 0.0269089
1250, 0.0284509
1255, 0.0301586
1260, 0.0319603
1265, 0.0338435
1270, 0.0359023
1275, 0.0382532
1280, 0.0409639
1285, 0.0440217
1290, 0.0472949
1295, 0.0504807
1300, 0.0531609
1305, 0.0549755
1310, 0.0556851
1315, 0.0551115
1320, 0.0531608
1325, 0.0499039
1330, 0.045647
1335, 0.0408939
1340, 0.0361942
1345, 0.0319426
1350, 0.0282873
1355, 0.0251873
1360, 0.0225738
1365, 0.0204496
1370, 0.0188216
1375, 0.017587
1380, 0.016584
1385, 0.0157625
1390, 0.0151959
1395, 0.0148725
1400, 0.0146363
1405, 0.0144329
1410, 0.0144076
1415, 0.014583
1420, 0.0147516
1425, 0.0149128
1430, 0.0153286
1435, 0.015923
1440, 0.0163901
1445, 0.0170141
1450, 0.018136
1455, 0.0192358
1460, 0.0202944
1465, 0.0224031
1470, 0.0252001
1475, 0.0279625
1480, 0.0346082
1485, 0.0581011
1490, 0.0612489
1495, 0.0635356
1500, 0.0893522
1505, 0.0923318
1510, 0.0749587
1515, 0.0655216
1520, 0.0607366
1525, 0.0582229
1530, 0.0584558
1535, 0.0580013
1540, 0.0577349
1545, 0.0574615
1550, 0.0558919
1555, 0.054512
1560, 0.052486
1565, 0.050157
1570, 0.0481872
1575, 0.0457798
1580, 0.0438506
1585, 0.0419075
1590, 0.0400241
1595, 0.0385566
1600, 0.0368722

425 nm


lambda, Y
300, 0.251193
305, 0.242691
310, 0.236685
315, 0.232689
320, 0.230373
325, 0.229359
330, 0.229423
335, 0.230256
340, 0.231588
345, 0.233254
350, 0.235329
355, 0.238139
360, 0.242076
365, 0.246518
370, 0.249445
375, 0.249598
380, 0.247493
385, 0.245502
390, 0.241045
395, 0.233555
400, 0.231268
405, 0.234215
410, 0.231313
415, 0.221349
420, 0.210825
425, 0.20936
430, 0.220494
435, 0.220578
440, 0.224983
445, 0.22313
450, 0.208949
455, 0.187611
460, 0.169633
465, 0.159744
470, 0.15566
475, 0.154892
480, 0.155625
485, 0.156596
490, 0.156932
495, 0.155369
500, 0.148955
505, 0.131821
510, 0.108874
515, 0.100172
520, 0.101396
525, 0.100393
530, 0.0927595
535, 0.0816627
540, 0.0723174
545, 0.065969
550, 0.0617285
555, 0.0586849
560, 0.056267
565, 0.0541688
570, 0.0523001
575, 0.0508718
580, 0.0498236
585, 0.0490675
590, 0.0486195
595, 0.0485874
600, 0.0491513
605, 0.050522
610, 0.0527408
615, 0.0555714
620, 0.0589846
625, 0.0631734
630, 0.0673303
635, 0.0676761
640, 0.0624481
645, 0.055004
650, 0.047832
655, 0.0414058
660, 0.0355448
665, 0.0296832
670, 0.0231031
675, 0.0170307
680, 0.0136467
685, 0.0122686
690, 0.0118311
695, 0.0118397
700, 0.0123067
705, 0.013272
710, 0.0150896
715, 0.0178541
720, 0.0194989
725, 0.01781
730, 0.0149763
735, 0.013361
740, 0.0126136
745, 0.0124015
750, 0.0125067
755, 0.0127896
760, 0.013348
765, 0.0140994
770, 0.0153127
775, 0.0172172
780, 0.0203936
785, 0.0259566
790, 0.0345894
795, 0.0499852
800, 0.0628091
805, 0.0537796
810, 0.0398625
815, 0.0320094
820, 0.0287869
825, 0.0282026
830, 0.0294435
835, 0.0328849
840, 0.0389511
845, 0.0478452
850, 0.0529667
855, 0.0516832
860, 0.0542506
865, 0.06414
870, 0.0800669
875, 0.0889667
880, 0.0762117
885, 0.0571375
890, 0.0442568
895, 0.0372108
900, 0.0339936
905, 0.0332068
910, 0.0329758
915, 0.0304049
920, 0.0266798
925, 0.0238896
930, 0.0220084
935, 0.0206794
940, 0.0196936
945, 0.0188964
950, 0.0182361
955, 0.0176743
960, 0.0171849
965, 0.0167471
970, 0.0163394
975, 0.0159567
980, 0.0156224
985, 0.0153298
990, 0.0150797
995, 0.0148802
1000, 0.0147239
1005, 0.0146398
1010, 0.0146333
1015, 0.0147456
1020, 0.0150013
1025, 0.0153122
1030, 0.015422
1035, 0.0151679
1040, 0.0148515
1045, 0.0146818
1050, 0.0146857
1055, 0.0148874
1060, 0.0152872
1065, 0.015941
1070, 0.0169829
1075, 0.0185624
1080, 0.0207997
1085, 0.0234535
1090, 0.0255487
1095, 0.0264791
1100, 0.0271498
1105, 0.0286067
1110, 0.0308179
1115, 0.0323747
1120, 0.0314966
1125, 0.0284571
1130, 0.0250717
1135, 0.0224045
1140, 0.0205829
1145, 0.0194263
1150, 0.0187289
1155, 0.0182988
1160, 0.0179627
1165, 0.0176469
1170, 0.0173999
1175, 0.0172683
1180, 0.0172523
1185, 0.0173336
1190, 0.0174939
1195, 0.0177219
1200, 0.0180111
1205, 0.0183578
1210, 0.0187575
1215, 0.0192026
1220, 0.0196931
1225, 0.0202377
1230, 0.0208496
1235, 0.0215426
1240, 0.02233
1245, 0.023227
1250, 0.0242415
1255, 0.0253654
1260, 0.0265767
1265, 0.0278783
1270, 0.0293218
1275, 0.0309758
1280, 0.0328971
1285, 0.0351203
1290, 0.03764
1295, 0.0403869
1300, 0.0432413
1305, 0.0461076
1310, 0.048924
1315, 0.0515615
1320, 0.0537298
1325, 0.0549828
1330, 0.0548881
1335, 0.0532935
1340, 0.0504233
1345, 0.0467105
1350, 0.0425635
1355, 0.0382961
1360, 0.0342077
1365, 0.0305943
1370, 0.027598
1375, 0.0251209
1380, 0.0230056
1385, 0.0212596
1390, 0.0199656
1395, 0.019022
1400, 0.0182148
1405, 0.0175475
1410, 0.0171881
1415, 0.0170519
1420, 0.0168916
1425, 0.0168181
1430, 0.0170854
1435, 0.0174564
1440, 0.0176912
1445, 0.0182384
1450, 0.0192414
1455, 0.0200537
1460, 0.0210174
1465, 0.0231202
1470, 0.025441
1475, 0.0278128
1480, 0.0344177
1485, 0.0560281
1490, 0.0711463
1495, 0.0719581
1500, 0.118325
1505, 0.140034
1510, 0.114638
1515, 0.0971751
1520, 0.0868442
1525, 0.0820521
1530, 0.0810899
1535, 0.0793179
1540, 0.0788729
1545, 0.0780323
1550, 0.0759355
1555, 0.0741615
1560, 0.0709693
1565, 0.0676669
1570, 0.0643545
1575, 0.0604847
1580, 0.0573885
1585, 0.0539948
1590, 0.0510965
1595, 0.0485179
1600, 0.045892


